smiles,qed,scaffold_smiles,source
O=C1NC(=O)c2c1c1c3cc(O)ccc3[nH]c1c1c2c2cc(O)ccc2n1C1OC(CO)C(O)C(O)C1O,0.155,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2ccccc2n1C1CCCCO1,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CCl)OCO3,0.377,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CCl)OCCO3,0.367,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,0.493,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.487,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
Nc1[nH]c(Nc2ccc(Cl)c(Cl)c2)nc2ncnc1-2,0.676,c1ccc(Nc2nc3ncnc-3c[nH]2)cc1,train
Oc1[nH]c(Nc2ccc(Cl)c(Cl)c2)nc2ncnc1-2,0.676,c1ccc(Nc2nc3ncnc-3c[nH]2)cc1,train
Nc1nc(Cl)cc(Nc2ccc(Cl)c(Cl)c2)n1,0.826,c1ccc(Nc2ccncn2)cc1,train
C=CCCC=CC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.225,O=C1C=CC(=O)c2ccccc21,train
CCCCCC=CCC=CCCCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.082,O=C1C=CC(=O)c2ccccc21,train
CCCCCCCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.138,O=C1C=CC(=O)c2ccccc21,train
CC(C)=CCC(OC(=O)Cc1ccccc1)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.428,O=C(Cc1ccccc1)OCC1=CC(=O)c2ccccc2C1=O,train
CC(C)=CCC(OC(=O)C=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.355,O=C1C=CC(=O)c2ccccc21,train
CCCCCCCCC=CCCCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.077,O=C1C=CC(=O)c2ccccc21,train
CC=CC=CC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.255,O=C1C=CC(=O)c2ccccc21,train
CC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.5,O=C1C=CC(=O)c2ccccc21,train
C=CCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.432,O=C1C=CC(=O)c2ccccc21,train
CCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.3,O=C1C=CC(=O)c2ccccc21,train
CCCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.241,O=C1C=CC(=O)c2ccccc21,train
CCCCCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.183,O=C1C=CC(=O)c2ccccc21,train
CCCCCCCCCCCCCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.072,O=C1C=CC(=O)c2ccccc21,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.428,O=C1C=CC(=O)c2ccccc21,train
CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.585,O=C1C=CC(=O)c2ccccc21,train
CCCCCCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.159,O=C1C=CC(=O)c2ccccc21,train
CC(C)=CCC(OC(=O)CCl)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.36,O=C1C=CC(=O)c2ccccc21,train
CCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.459,O=C1C=CC(=O)c2ccccc21,train
CCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.271,O=C1C=CC(=O)c2ccccc21,train
CCC=CC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.343,O=C1C=CC(=O)c2ccccc21,train
CCCC=CC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.319,O=C1C=CC(=O)c2ccccc21,train
CC(C)=CCC(OC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.102,O=C(C=CC=CC=CC=CC1=CCCCC1)OCC1=CC(=O)c2ccccc2C1=O,train
CC(C)=CCC(OC(=O)C(Cl)(Cl)Cl)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.322,O=C1C=CC(=O)c2ccccc21,train
CC(C)=CCC(OC(=O)C(c1ccccc1)c1ccccc1)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.262,O=C1C=C(COC(=O)C(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,train
CCCCCC=CCC=CCC=CCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.088,O=C1C=CC(=O)c2ccccc21,train
CC(C)=CCC(OC(=O)C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.476,O=C1C=CC(=O)c2ccccc21,train
CCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.484,O=C1C=CC(=O)c2ccccc21,train
CCCCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.211,O=C1C=CC(=O)c2ccccc21,train
CCC=CCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.418,O=C1C=CC(=O)c2ccccc21,train
C=CCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.276,O=C1C=CC(=O)c2ccccc21,train
CC(C)=CCC(OC(=O)c1ccccc1)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.453,O=C(OCC1=CC(=O)c2ccccc2C1=O)c1ccccc1,train
CCCCCCCCCCCCCCCC(=O)OC(CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.087,O=C1C=CC(=O)c2ccccc21,train
CC(C)=CCC(OC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0.102,O=C(C=CC=CC=CC=CC1=CCCCC1)OCC1=CC(=O)c2ccccc2C1=O,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,0.493,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4ncoc4cc3nc2-1,0.438,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4ncoc4cc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(N)c(O)cc3nc2-1,0.259,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C[n+]1ccccc1)OCCO3,0.3,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1C[n+]1ccccc1)OCCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2Cn1ccnc1)OCCO3,0.385,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1Cn1ccnc1)OCCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C[n+]1ccc(CO)cc1)OCCO3,0.267,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1C[n+]1ccccc1)OCCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C[n+]1ccccn1)OCCO3,0.294,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1C[n+]1ccccn1)OCCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C[n+]1cccc(CO)c1)OCCO3,0.267,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1C[n+]1ccccc1)OCCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2Cn1cc[n+](C)c1)OCO3,0.303,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1Cn1cc[nH+]c1)OCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C[n+]1cccc(CO)c1)OCO3,0.274,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1C[n+]1ccccc1)OCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2Cn1cc[n+](C)c1)OCCO3,0.295,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1Cn1cc[nH+]c1)OCCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C[n+]1ccncc1)OCO3,0.302,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1C[n+]1ccncc1)OCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C[n+]1ccncc1)OCCO3,0.294,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1C[n+]1ccncc1)OCCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C[n+]1ccccc1)OCO3,0.309,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1C[n+]1ccccc1)OCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2C[n+]1ccccn1)OCO3,0.302,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1C[n+]1ccccn1)OCO3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,0.487,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2Cn1ccnc1)OCO3,0.397,O=C1Cc2cc3n(c(=O)c2CO1)Cc1c-3nc2cc3c(cc2c1Cn1ccnc1)OCO3,train
CCC1(O)C=C(C(=O)N2Cc3cc4ccccc4nc3C2)COC1=O,0.843,O=C1CC=C(C(=O)N2Cc3cc4ccccc4nc3C2)CO1,train
CCC1(O)C=C(C(=O)NCc2cc3ccccc3nc2O)COC1=O,0.72,O=C1CC=C(C(=O)NCc2cnc3ccccc3c2)CO1,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C=C(C(=O)NCc2cc3ccccc3[n+]([O-])c2)COC1=O,0.484,O=C1CC=C(C(=O)NCc2c[nH+]c3ccccc3c2)CO1,train
CCC1(O)C=C(C(=O)NCc2cnc3ccc(O)cc3c2)COC1=O,0.72,O=C1CC=C(C(=O)NCc2cnc3ccccc3c2)CO1,train
CCC1(O)C=C(C(=O)NCc2cnc3ccccc3c2)COC1=O,0.831,O=C1CC=C(C(=O)NCc2cnc3ccccc3c2)CO1,train
CCC1(O)C=C(C(=O)NCc2cnc3cc4c(cc3c2)OCO4)COC1=O,0.779,O=C1CC=C(C(=O)NCc2cnc3cc4c(cc3c2)OCO4)CO1,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,0.393,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C=Cc4ccccc4)cccc3nc2-1,0.328,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2c(C=Cc4ccccc4)cccc2nc1-3,train
C=Cc1cccc2nc3c(cc12)Cn1c-3cc2c(c1=O)COC(=O)C2(O)CC,0.546,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C=CC(N)=O)cccc3nc2-1,0.385,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C=C(NC(C)=O)C(=O)OC)cccc3nc2-1,0.327,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(C=CC(=O)OC)ccc3nc2-1,0.391,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CCc4ccccc4)cccc3nc2-1,0.419,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2c(CCc4ccccc4)cccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C=CC(=O)OC)cccc3nc2-1,0.391,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CCC(=O)OC)cccc3nc2-1,0.491,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CC(NC(C)=O)C(=O)OC)cccc3nc2-1,0.399,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(Cl)c4c(cc3nc2-1)OCO4,0.467,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,0.393,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(Cl)c(Cl)ccc3nc2-1,0.481,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
O=C1OCc2c(cc3n(c2=O)Cc2cc4ccccc4nc2-3)C1(O)CCO,0.516,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
c1coc(-c2ccnc(-c3cccs3)c2)c1,0.659,c1coc(-c2ccnc(-c3cccs3)c2)c1,train
c1coc(-c2cc(-c3cccs3)nc(-c3cccs3)c2)c1,0.478,c1coc(-c2cc(-c3cccs3)nc(-c3cccs3)c2)c1,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OC(=O)N4CCN(C)CC4)ccc3nc2-1,0.424,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCNCC4)ccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(F)cccc3nc2-1,0.523,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc3nc2-1,0.38,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(C)cccc3nc2-1,0.526,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)ccc3nc2-1,0.523,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,0.493,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])c4c(cc3nc2-1)OCO4,0.282,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,0.493,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc4c(cc3nc2-1)OCO4,0.493,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc4c(cc2nc1-3)OCO4,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,0.393,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,0.393,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.533,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(C#N)ccc3nc2-1,0.511,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
O=C1OCc2c(cc3n(c2=O)Cc2cc4ccccc4nc2-3)C1(O)CCBr,0.393,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(O)cccc3nc2-1,0.499,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,0.499,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(C)ccc3nc2-1,0.526,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3,train
