smiles,warhead_match,lipinski_pass,pains_clean,qed,mw,logp,tanimoto_max_chembl,tanimoto_max_marketed,nearest_marketed_statin
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1CCCC(O)CC(O)CC(=O)O,True,True,True,0.3656416068845605,472.53,4.986,0.56,0.4868,atorvastatin
CC(C)c1nc(-c2ccccc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4559960748515062,438.5,4.537,0.9434,0.4865,rosuvastatin
CC(C)c1nc(-c2ccccc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4559960748515062,438.5,4.537,0.9434,0.4865,rosuvastatin
CC(C)c1nc(-c2cccc(F)c2)c(C=CC(O)CC(O)CC(=O)O)n1C(C)c1cccc(F)c1,True,True,True,0.3694638680243645,484.54,5.161,0.5385,0.4865,fluvastatin
CCc1nc(CCC(O)CC(=O)O)cc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,True,True,True,0.2970055029681947,475.51,2.818,0.5068,0.4865,pitavastatin
CC(C)c1c(C=CC(O)CC(O)CC(=O)O)nn(-c2cccc(F)c2)c1-c1ccc(F)cc1,True,True,True,0.4394200987936451,456.49,4.541,0.5195,0.4861,fluvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CCC(O)CC(=O)O,False,True,True,0.5528591562653513,414.45,4.844,0.6207,0.4853,atorvastatin
CC(C)c1ccc(-c2nc(C=CC(O)CC(O)CC(=O)O)c(-c3ccc(F)cc3)n2C=CF)cc1,True,True,True,0.3558397395157838,482.53,5.477,0.597,0.473,fluvastatin
Cc1ccc(-c2nc(-c3ccc(F)cc3)n(C=CC(O)CC(O)CC(=O)O)c2C(C)O)cc1,True,True,True,0.3911721385720008,454.5,3.775,0.8364,0.473,rosuvastatin
CCN1C(C=CC(O)CC(O)CC(=O)O)=NC(c2ccccc2)=CC(F)=C1C(C)C,True,True,True,0.5702185027053779,416.49,3.741,0.4054,0.4722,fluvastatin
CC(C(=O)c1cccc(F)c1)c1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)nn1C(C)C,True,True,True,0.311997332168545,512.55,4.995,0.48,0.4691,rosuvastatin
CC(C)c1c(-c2ccc(F)cc2)nc(-c2cccc(F)c2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4347445242149645,456.49,4.676,0.8421,0.4675,rosuvastatin
CCc1c(-c2ccc(F)cc2)nc(C=CC(O)CC(O)CC(=O)O)n1-c1ccc(C)cc1,True,True,True,0.4665259817944863,438.5,4.149,0.5441,0.4675,rosuvastatin
CC(=O)CC(O)CC(O)CCn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.4451309147279241,456.53,5.1,0.5397,0.4648,atorvastatin
CC(C)c1cn(C(C)C)c(C=CC(O)CCC(=O)O)c1-c1ccc(F)cc1,False,True,True,0.6652546003571684,373.47,5.237,0.3784,0.4627,fluvastatin
CCC(CC)CN1C(c2ccc(F)cc2)=CC(C(=O)Nc2ccccc2)=C(CC(O)CC(O)CC(=O)O)N1C,True,True,True,0.2934527944934212,539.65,4.635,0.4933,0.4625,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(F)c2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4347445242149645,456.49,4.676,0.8571,0.4615,rosuvastatin
CCCC(C)c1nc(-c2cccc(F)c2)nc(-c2ccc(F)cc2)c1C=CC(O)CC(=O)O,False,True,True,0.426079021069349,452.5,5.841,0.4615,0.4615,rosuvastatin
Cc1nc(C(C)C)n(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(-c2ccc(F)cc2)cc1,True,True,True,0.4315755950116482,452.53,4.845,0.8036,0.4595,rosuvastatin
CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1C=CC(CO)CC(O)CC(=O)O,False,True,True,0.3908183137387649,470.52,4.924,0.8036,0.4533,rosuvastatin
CC(C)c1nc(-c2ccccc2)nc(C=CC(O)CC(O)CC(=O)O)c1C(C)C,True,True,True,0.5900134073219971,398.5,3.99,0.4638,0.4507,rosuvastatin
CC(C)c1c(Cl)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC(C)C(O)CC(=O)O,False,True,True,0.4106146430356392,461.94,6.349,0.3816,0.4507,atorvastatin
CC(c1ccc(F)cc1)c1ncn(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,True,True,True,0.4649844848241337,442.46,4.037,0.5692,0.4507,fluvastatin
CC(C)c1nc(-c2ccccc2)c(C(=O)NCc2ccccc2)n1CCC(O)CC(O)CC(=O)O,True,True,True,0.3147312239906687,479.58,3.58,0.6176,0.4474,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)n(CCCC(O)CC(=O)O)c1C=CC(O)CC(=O)O,False,True,True,0.391579200690701,448.49,3.277,0.4783,0.4474,rosuvastatin
CC(C)c1nc(C=CC(O)CC(=O)O)nc(-c2ccc(F)cc2)c1-c1cccc(F)c1,False,True,True,0.5538832930523458,424.45,5.061,0.4474,0.4474,rosuvastatin
CC(C=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1)CC(O)CC(=O)O,False,True,True,0.4188763464906807,454.52,5.951,0.8519,0.4459,rosuvastatin
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4347445242149645,456.49,4.676,0.8448,0.443,rosuvastatin
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4347445242149645,456.49,4.676,0.8448,0.443,rosuvastatin
CCc1c(-c2ccccc2)c(C=CC(O)CC(O)CC(=O)O)nc(C)c1C(C)C,True,True,True,0.585387628352213,397.52,4.343,0.4789,0.4429,fluvastatin
CC(C)c1nc(-c2cccc(F)c2)n(C=CC(O)CC(O)CC(=O)O)c1C(C)C,True,True,True,0.587250951221667,404.48,3.993,0.6613,0.4416,rosuvastatin
Cc1nc(-c2cccc(C(C)C)c2)c(-c2ccc(F)cc2)n1CC(O)CC(O)CC(=O)O,True,True,True,0.4591135539783139,440.52,4.375,0.5132,0.4416,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(C(C)C)n1C=CC(O)CC(O)CCC(=O)O,False,True,True,0.5320446311692665,418.51,4.383,0.6949,0.44,rosuvastatin
CCC(C)c1cc(-c2ccc(F)cc2)n(C(C)c2ccc(F)cc2)c1C=CC(O)CC(=O)O,False,True,True,0.3937905004371757,453.53,6.405,0.3636,0.4366,fluvastatin
Cc1cccc(-c2nc(C(C)C)n(C=CC(O)CC(O)CC(=O)O)c2-c2ccc(F)cc2)c1,True,True,True,0.4315755950116482,452.53,4.845,0.8254,0.4321,rosuvastatin
CC(c1cccc(F)c1)c1nc(-c2ccc(F)cc2)n(C=CC(O)CC(O)CC(=O)O)c1O,True,True,True,0.3882944674469472,458.46,3.743,0.6119,0.4286,fluvastatin
CC(C)c1c(C(=O)NCc2ccccc2)n(-c2ccc(F)cc2)n1CCC(O)CC(=O)O,False,True,True,0.4470231428038821,441.5,3.697,0.5714,0.4286,atorvastatin
CC(=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1)CC(O)CC(O)CC(=O)O,True,True,True,0.3553889511318327,484.54,5.456,0.7241,0.4267,rosuvastatin
Cc1ccc(-c2c(C(C)C)c(-c3ccc(F)cc3)n(C=CC(O)CC(=O)O)c2CC(O)CC(O)CC(=O)O)cc1,True,True,True,0.2042543802510561,553.63,4.828,0.5286,0.425,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(C(=O)NCc2ccccc2)n1CCC(O)CC(O)CO,False,True,True,0.3449246910668765,469.56,3.237,0.6056,0.425,atorvastatin
CC=Cn1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1C=CC(O)CC(C(C)=O)C(O)O,False,True,True,0.3922856415171034,467.51,4.871,0.3506,0.4225,fluvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(O)CC(=O)O,False,True,True,0.3847282298061534,470.52,5.066,0.8364,0.4211,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CCC(O)CC(O)CC(=O)O,True,True,True,0.3847282298061534,470.52,5.066,0.7719,0.4211,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(O)CC(=O)O,False,True,True,0.3847282298061534,470.52,5.066,0.8364,0.4211,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(O)CC(=O)O,False,True,True,0.3847282298061534,470.52,5.066,0.8364,0.4211,rosuvastatin
CC(C)c1c(O)nc(C(NCc2ccccc2)C(=O)C(C)c2ccccc2)n1CCC(O)CC(O)CC(=O)O,True,True,True,0.1963433037410916,537.66,3.893,0.5132,0.4198,atorvastatin
CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,False,True,True,0.5773188265611184,412.44,4.925,0.8431,0.4167,rosuvastatin
CC(C)C1=C(C(=O)NCc2ccccc2)C=C(c2ccc(F)cc2)N(CC(O)CC(O)CC(O)CC(=O)O)N1C,True,True,True,0.2548911280690712,555.65,2.893,0.5467,0.4146,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,False,True,True,0.5773188265611184,412.44,4.925,0.8462,0.411,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,False,True,True,0.5773188265611184,412.44,4.925,0.8462,0.411,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,False,True,True,0.5773188265611184,412.44,4.925,0.8462,0.411,rosuvastatin
CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(C(C)CC(O)CC(O)CC(=O)O)n1,True,True,True,0.3341538363385312,483.56,5.897,0.4638,0.411,atorvastatin
CC(C)c1nc(-c2ccc(Cl)cc2)c(-c2cccc(F)c2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.3980250320039293,472.94,5.19,0.8462,0.4096,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)n(C=C(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,False,True,True,0.4168807283307766,442.46,5.201,0.5238,0.4054,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=C(O)CC(O)CC(=O)O,False,True,True,0.4168807283307766,442.46,5.201,0.7018,0.4054,rosuvastatin
CC(C)c1c(-c2ccc(F)cc2)n(C(O)CCC(O)CC(=O)O)n1C=CCC(C)c1ccc(F)cc1,False,False,True,0.2792107392435887,500.59,6.129,0.411,0.4051,atorvastatin
Cc1ccc(NC(=O)C(O)c2nc(C(C)C)c(-c3ccc(F)cc3)n2CCC(O)CC(O)C=O)cc1,False,True,True,0.3007231316859992,497.57,3.494,0.4118,0.4048,atorvastatin
CC(C)C=Cn1c(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1CC(O)CC(O)CC(=O)O,True,True,True,0.3735543585016954,469.53,5.356,0.5072,0.4028,fluvastatin
Cc1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1C=CCC(O)CC(O)CC(=O)O,True,True,True,0.4605076041174169,442.46,4.251,0.6167,0.4,rosuvastatin
CC(C)c1nc(C(=O)O)c(C(NCc2ccccc2)c2ccccc2)n1CCC(O)CC(O)CC(=O)O,True,True,True,0.2218147666931264,509.6,3.561,0.5342,0.4,atorvastatin
CCc1cccc2cc(c(CNC(=O)c3cc(F)n(CCC(O)CC(O)CC(=O)O)c3-c3ccccc3)cc1)C=C2,True,False,True,0.186813150345435,558.65,5.372,0.4382,0.4,atorvastatin
CC(C)c1nc(CCC(O)CC(=O)O)c(-c2ccccc2)nc1C=CC(O)CC(=O)O,False,True,True,0.4281042318354324,428.49,2.884,0.4,0.4,rosuvastatin
CCC(C)c1c(-c2cccc(F)c2)nc(C(C)C)c2ccc(cc2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.3165671164116834,494.61,6.099,0.5342,0.3953,rosuvastatin
Cc1nc(-c2ccc(F)cc2)n(C=CC(O)CC(O)CCC(=O)O)c1C(C)C,False,True,True,0.6083569971062467,390.46,3.568,0.6897,0.3947,rosuvastatin
CC(C)c1c(-c2ccc(F)cc2)nc(CC=C(O)CC(O)CC(=O)O)n1-c1ccc(F)cc1,False,True,True,0.3871534510667795,456.49,5.151,0.5312,0.3947,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C(CC(=O)O)CC(O)C=O,False,True,True,0.4732847516102444,442.46,4.584,0.5968,0.3947,rosuvastatin
CC(C)n1c(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CO,False,True,True,0.518744293390893,416.47,4.058,0.44,0.3944,fluvastatin
Cc1nc(C(C)C)n(C=CC(CC(O)CC(=O)O)c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.432327421092305,454.52,5.74,0.6613,0.3924,atorvastatin
CCNC(=O)C1=C(c2ccc(F)cc2)C(C)N(C=CC(O)CC(O)CC(=O)O)C(c2cccc(F)c2)=C1,True,True,True,0.3865871940172916,512.55,3.7,0.4419,0.3902,fluvastatin
CC(C=Cn1c(-c2ccc(F)cc2)nc(-c2cccc(F)c2)c1C(C)O)CC(O)CC(=O)O,False,True,True,0.4265360683978825,456.49,4.881,0.6406,0.3896,fluvastatin
CC(O)C(C=Cn1cnc(-c2ccc(F)cc2)c1-c1cccc(F)c1)CC(O)CC(=O)O,False,True,True,0.4619486217621258,442.46,4.189,0.5065,0.3896,fluvastatin
CCC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)nc1C=CC(O)CC(O)O,False,True,True,0.4430893560507958,440.49,4.677,0.3889,0.3889,rosuvastatin
CC(Cc1nc(C(C)C)n(C=C(O)CC(=O)O)c1-c1ccc(F)cc1)CC(O)CC(=O)O,False,True,True,0.3812266918057519,448.49,4.048,0.5522,0.3875,atorvastatin
CC(O)CCc1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(O)CC(=O)O,False,True,True,0.2954750271635258,500.54,4.256,0.6406,0.3875,rosuvastatin
Cc1nc(-c2ccc(F)cc2)c(C(C)C)n1C=CC(O)CC(CC(=O)O)OC(O)c1ccc(F)cc1,False,False,True,0.3190442209315137,500.54,5.033,0.6462,0.3855,rosuvastatin
CC(C)c1nc(C=CC(O)CC(=O)O)nc(-c2cccc(Cl)c2)c1C(C)c1ccc(F)cc1,False,True,True,0.4194907576258617,468.96,6.06,0.4691,0.381,rosuvastatin
Cc1cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2C=CC(O)CCC(O)CC(=O)O)ccc1F,False,True,True,0.3594028998264605,484.54,5.375,0.7313,0.381,rosuvastatin
CCC1=C(F)c2ccc(cc2)C=C(C(C)Nc2ccccc2)N(C=CC(O)CC(O)CC(=O)O)C1C,True,True,True,0.3523571247906725,494.61,5.423,0.3875,0.378,fluvastatin
Cc1ccc(-c2nc(C(C)C)n(C=CC(O)CC(C)CC(=O)O)c2-c2ccc(F)cc2)cc1C,False,True,True,0.3826461880553249,464.58,6.429,0.7424,0.378,rosuvastatin
CC(C)n1c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(CC(O)CO)C(=O)O,False,True,True,0.4566482670310589,444.48,4.398,0.403,0.3768,fluvastatin
CC(C)c1nc(NCc2cccc(F)c2)c(-c2ccc(F)cc2)nc1C=C(O)CC(O)CC(=O)O,False,True,True,0.2899812210593676,483.52,5.282,0.4819,0.3765,rosuvastatin
CC(C)c1nn(C(=O)NCc2ccccc2)c(-c2ccc(F)cc2)c1CCC(O)CCCC(O)CC(=O)O,False,True,True,0.2523889426704466,525.62,4.87,0.4875,0.3765,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(F)c2)n1C=CC(O)CC(=O)O,False,True,True,0.5773188265611184,412.44,4.925,0.7385,0.375,rosuvastatin
CC(CC(=O)O)OCC(O)C=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.4184321654924477,470.52,5.33,0.7458,0.375,rosuvastatin
CC(=O)CC(O)CC(O)C=Cn1c(C)nc(C(C)c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.4847285154765527,454.52,4.85,0.5373,0.375,rosuvastatin
CC(C)C1=C(C=CC(O)CC(=O)O)N(C)C(F)=C(CO)C(c2ccc(F)cc2)=N1,False,True,True,0.605596444678348,406.43,2.993,0.3836,0.3733,fluvastatin
CC(C)c1nc(-c2ccc(F)cc2)n(C=CC(O)CC(O)CO)c1-c1ccc(F)cc1,False,True,True,0.502702665881919,428.48,4.194,0.5574,0.3733,rosuvastatin
CCC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=C(O)CC(O)CC(=O)O,False,True,True,0.3648985080038736,456.49,5.591,0.5873,0.3718,rosuvastatin
CC(C)c1cc(-c2cc(F)ccn2)c(-c2ccc(Cl)cc2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.3980250320039293,472.94,5.19,0.7353,0.3704,fluvastatin
CC(O)C=Cn1c(C(C)c2ccc(F)cc2)nc(-c2ccc(F)cc2)c1CCC(O)CC(=O)O,False,True,True,0.4025774753787544,470.52,4.6,0.5294,0.3704,rosuvastatin
CC(=O)CC(O)CC(O)C=Cn1c(-c2ccc(F)cc2)cc(-c2ccc(C)cc2)c1C(C)C,False,True,True,0.4240007148172246,449.57,5.955,0.5455,0.3684,fluvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(=O)O,False,True,True,0.5115412681065326,426.46,5.315,0.7636,0.3684,rosuvastatin
CC(C)C(=Cn1c(C(C)C)nc(-c2ccc(Cl)cc2)c1F)CC(O)CC(O)CC(=O)O,True,True,True,0.4741898429057012,452.95,4.94,0.5429,0.3671,rosuvastatin
CC1=C(C(C)C)C(C(=O)Nc2ccccc2)=C(c2ccc(F)cc2)C1CCC(=O)CC(O)C(=O)O,False,True,True,0.4447028116518178,479.55,5.005,0.3625,0.3659,atorvastatin
Cc1nc(C(C)c2ccc(F)cc2)n(C=CC(O)CCC(O)CC(=O)O)c1-c1ccc(F)cc1,False,True,True,0.3980063518503851,470.52,4.736,0.5758,0.3636,fluvastatin
Cc1nc(C(C)C)n(C=C(CCC(O)CC(=O)O)c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.4237647885666748,454.52,5.874,0.5455,0.3625,atorvastatin
Cc1nc(-c2ccc(C(C)C)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(O)C=O,False,True,True,0.3869355335295417,466.55,4.321,0.5938,0.3625,rosuvastatin
CC(C)C1=C(C=CC(O)CC(=O)O)C(C)C(c2ccc(F)cn2)=NC(c2ccc(F)cc2)=N1,False,True,True,0.6431596086687499,453.49,4.547,0.3614,0.3614,rosuvastatin
CC(C)c1c(-c2cccc(-c3ccccc3)c2)c(F)c(F)n1C=C(O)CC(O)CC(=O)O,False,True,True,0.3856317340008934,441.47,5.806,0.3611,0.359,atorvastatin
CC(C)n1c(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(O)CC=CC(O)CC(O)C(=O)O,False,True,True,0.2909944941451626,500.54,4.457,0.4198,0.359,fluvastatin
Cc1c(C=CC(O)CC(=O)O)nc(-c2cccc(F)c2)c(C(C)C)c1C(C)C,False,True,True,0.6791394585031172,385.48,5.292,0.3924,0.359,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)n1C=CC(O)CC(O)C(=O)O,False,True,True,0.4503312924653022,458.92,4.8,0.7167,0.358,rosuvastatin
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(CC(=O)O)CC(O)O,False,True,True,0.3990075842384606,456.49,4.881,0.662,0.3571,atorvastatin
CC(C)C1=CC(C)C(c2ccc(F)cc2)=C(C(O)CCC(O)CC(=O)O)C(F)=N1,False,True,True,0.6048422695279251,407.46,4.114,0.3562,0.3544,rosuvastatin
CCC(O)CCc1c(-c2ccc(F)cc2)c(C=CC(C(=O)O)c2cccc(F)c2)n(C)c1C(C)O,False,True,True,0.3501574737565416,483.56,5.609,0.3409,0.3537,fluvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1C=CCC(O)CC(=O)O,False,True,True,0.4598976568514178,442.92,5.829,0.7879,0.3529,atorvastatin
CN1C(c2ccc(F)cc2)=C(c2ccc(F)cc2)N=C(C(=O)NCc2ccccc2)N1CC(O)CCC(O)CC(=O)O,False,True,True,0.2586350338973256,578.62,3.645,0.4935,0.3529,atorvastatin
CC(C)c1c(-c2ccc(F)cc2)n(C=O)n1CCCC(CCCC(=O)O)NC(Cc1ccccc1)C(C)O,False,False,True,0.2222839663696535,525.67,5.243,0.3523,0.3523,atorvastatin
Cc1cc(F)ccc1C1=C(C(C)C)C(CCC(O)CC(O)CC(=O)O)=NC1NC(=O)c1ccccn1,True,True,True,0.3756273035462935,497.57,3.516,0.3889,0.3516,atorvastatin
CC(=O)OC(O)CC(O)C=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.3784781875623429,456.49,4.722,0.7119,0.35,rosuvastatin
CC(O)CC(O)CC(C=Cn1cc(-c2cccc(F)c2)nc1-c1ccc(F)cc1)CC(=O)O,False,True,True,0.4151517496178952,456.49,4.579,0.4324,0.35,fluvastatin
CCc1ccc(-c2c(-c3ccc(F)cc3)c(C(C)C)nn2C=CC(=O)CC(O)CC(O)O)cc1,False,True,True,0.3013400224229015,466.55,4.534,0.3816,0.3494,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CCC=C(O)CC(O)CCC(=O)O,False,True,True,0.2621611511605349,496.55,6.537,0.6406,0.3494,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(C(C)C)n1CC(O)CCC(CC(=O)O)c1ccc(O)cc1,False,True,True,0.3095968605302753,482.6,6.041,0.4444,0.3494,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(F)c2)n1C=CC(O)C(O)CC(=O)O,False,True,True,0.4838889072929485,442.46,4.286,0.6667,0.3494,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CCCC(O)CC(O)C=O,False,True,True,0.4461177434535714,442.51,4.71,0.5312,0.3462,atorvastatin
CCC1N=C(c2ccc(F)cc2)N(C=CC(O)CC(=O)O)C(C(C)C)=C1O,False,True,True,0.6777700911271153,376.43,3.441,0.4225,0.3457,rosuvastatin
Cc1cc(-c2cc(CC(=O)O)c(CCC(O)CC(O)CC(=O)O)n2-c2ccc(F)cc2)ccc1F,True,True,False,0.3259377982233885,487.5,3.877,0.443,0.3452,atorvastatin
Cc1ccc(-c2nc(C(C)C)n(C=CC(O)CCC(O)CC(=O)O)c2-c2cccc(F)c2)cc1,False,True,True,0.380009859056343,466.55,5.235,0.6667,0.3448,rosuvastatin
CCC(C)CC1CC(=O)C2CC(CCC(O)CC(O)CC(=O)O)CC2=CC(C)CCC(C)C1,True,True,True,0.3566008387630425,464.69,5.774,0.3448,0.3448,pravastatin
CC(C)c1nc(C=CC(O)CCC(=O)O)c(C(C)C)n1-c1ccc(F)cc1,False,True,True,0.7134217759627103,374.46,4.497,0.4118,0.3425,fluvastatin
CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccccc2)n1C=CC(CC(O)CO)C(C)O,False,True,True,0.4258342002842937,437.56,5.296,0.5606,0.3418,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)C(O)C=O,False,True,True,0.4263583099180066,456.49,3.761,0.7069,0.3418,rosuvastatin
CC(C)c1c(CC(O)CC(O)CC(=O)O)c(F)n(-c2ccccc2)c1C(=O)NCc1ccccc1,True,True,True,0.332229205515216,482.55,3.799,0.4667,0.3415,atorvastatin
CC(C)c1nc(-c2ccc(C(C)F)cc2)c(CCC(O)CC(=O)O)n1C=O,False,True,True,0.6535172806187838,376.43,3.511,0.4706,0.3375,rosuvastatin
Cc1c(-c2ccc(F)cc2)c(-c2ccc(C(C)C)nc2)c(O)n1C=CC(O)CC(O)CC(O)C=O,False,True,True,0.3244817443584694,482.55,4.026,0.4384,0.3375,fluvastatin
CC(C)c1nn(C(C)C)c(-c2ccc(F)cc2)c1-c1cc(Cl)cc(C=CC(O)CC(O)O)c1,False,True,True,0.3624902550092934,472.99,5.789,0.3875,0.3373,rosuvastatin
