smiles,warhead_match,lipinski_pass,pains_clean,qed,mw,logp,tanimoto_max_chembl,tanimoto_max_marketed,nearest_marketed_statin
Cc1nc(-c2ccc(F)cc2)c(C(CO)C(C)C)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4697701724018843,420.48,2.787,0.7049,0.4545,rosuvastatin
CC(C)c1nc(C(=O)NCc2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)c1ccc(O)cc1,False,False,True,0.1625921152366472,573.67,5.223,0.6184,0.4524,atorvastatin
CC(C)c1c(-c2ccc(F)cc2)nc(C(C)c2ccnc(F)c2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.3636025238892061,485.53,4.556,0.6818,0.4512,rosuvastatin
CC(C)n1c(C=CC(O)CC(O)CC(=O)O)nc(-c2ccc(F)cc2)c1CCN(Cc1ccccc1)c1cccc(F)c1,True,False,True,0.1606904104408673,589.68,6.258,0.5114,0.4432,rosuvastatin
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4347445242149645,456.49,4.676,0.8448,0.443,rosuvastatin
CNCc1nc(-c2ccc(F)cc2)n(C(C)c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,True,True,True,0.3295441729354663,485.53,3.757,0.5143,0.443,rosuvastatin
Cc1c(C(C)C)nc(C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c1-c1ccc(F)cc1,True,True,True,0.4240047765957089,455.5,5.385,0.5231,0.4429,rosuvastatin
CC(C)c1ccc(-c2cccc(F)c2)nc1C=CC(O)CC(O)CC(=O)O,True,True,True,0.6575423332978807,373.42,3.611,0.4605,0.44,rosuvastatin
Cc1c(C(C)C)c(-c2ccc(F)cc2)n(CCC(O)C(C)O)c1C=CC(O)CC(=O)O,False,True,True,0.4574814605098172,433.52,3.707,0.4231,0.44,atorvastatin
Cc1c(-c2ccc(F)cc2)c(-c2cccc(F)c2)n(C)c1CCC(O)CC(O)CC(=O)O,True,True,True,0.455926332573769,443.49,4.465,0.5857,0.4342,atorvastatin
CC(CC(=O)O)CC(O)C=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.4188763464906807,454.52,5.951,0.8679,0.4324,rosuvastatin
CC(C)c1c(-c2ccc(F)cc2)nc(C=CC(O)CC(O)C(=O)O)n1C(C)C,False,True,True,0.6400238539885013,390.46,3.603,0.5077,0.4324,rosuvastatin
CCC(C)n1c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4020529332821589,458.51,4.93,0.6,0.4306,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CCC(O)CC(O)CC(=O)O,True,True,True,0.3847282298061534,470.52,5.066,0.7719,0.4267,atorvastatin
CC(=O)c1c(C(C)Nc2ccccc2)c(C)c(-c2cccc(F)c2)n1C(C)CC(O)CC(=O)O,False,True,True,0.3302869230997493,466.55,5.765,0.3929,0.425,atorvastatin
CCC(C)c1c(C=CC(O)CC(O)CC(=O)O)nc(-c2cccc(F)c2)n1-c1ccc(F)cc1,True,True,True,0.3905230748496494,470.52,4.931,0.4932,0.425,fluvastatin
CC(C)C1=C(CCC(O)CC(O)CC(=O)O)C(C)N(c2ccc(F)cc2)C(c2ccccc2)=C1,True,True,True,0.4362525222359991,467.58,5.395,0.4342,0.4231,atorvastatin
Cc1nc(-c2ccc(-c3cc(F)cc(C(C)C)c3)cc2)n(CCC(O)CC(O)CC(=O)O)c1O,True,True,True,0.3474819752882979,470.54,4.47,0.5342,0.4231,atorvastatin
CC(C)c1nc(NC(C)c2ccccc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.3055499319574645,481.57,5.043,0.7031,0.4198,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(F)c2)nc1C=C(O)CC(O)CC(=O)O,False,True,True,0.3972940549952574,454.47,5.337,0.4359,0.4156,rosuvastatin
CC(C)c1nc(C=O)c(-c2ccc(F)cc2)n1C=CCC(O)CC(O)CC(=O)O,True,True,True,0.5247644443231302,404.44,3.073,0.6094,0.4156,atorvastatin
Cc1ccc(-c2c(-c3ccc(F)cc3)ncn2C=CCCC(O)CC(O)CC(=O)O)cc1,True,True,True,0.4331301281020783,438.5,4.502,0.4714,0.4156,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,False,True,True,0.5773188265611184,412.44,4.925,0.8462,0.411,rosuvastatin
CC(C)c1nc(-c2ccc(Cl)cc2)c(-c2cccc(F)c2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.3980250320039293,472.94,5.19,0.8462,0.4096,rosuvastatin
Cc1ccccc1-c1nc(CC(C)C)n(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,True,True,True,0.3941872092893599,466.55,4.92,0.6176,0.4096,rosuvastatin
CC(C)c1cn(C=CCC(O)CC(O)CC(=O)O)nc1-c1ccc(F)cc1,True,True,True,0.6242952145160428,376.43,3.26,0.5,0.4079,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(F)c2)n1C=CC(C)C(C)CC(O)CC(=O)O,False,True,True,0.3419334886408107,482.57,6.587,0.7463,0.4074,rosuvastatin
CC(C)c1nc(-c2cccc(F)c2)c(-c2cccc(F)c2)n1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4347445242149645,456.49,4.676,0.7812,0.4051,rosuvastatin
Cc1nc(CNCC=C(O)CC(O)CC(=O)O)c(C(C)C)nc1-c1ccc(F)cc1,False,True,True,0.3455001413019826,417.48,3.472,0.4306,0.4051,rosuvastatin
CCC(C)c1c(C=CC(O)CC(O)CC(=O)O)nc(-c2cccc(F)c2)n1C(C)C,True,True,True,0.5320446311692666,418.51,4.383,0.4521,0.4051,fluvastatin
Cc1cccc(-c2nc(C=CC(O)CC(O)CC(=O)O)n(-c3cccc(F)c3)c2C(C)F)c1F,True,True,True,0.4158508222891695,474.48,4.756,0.439,0.4048,rosuvastatin
CC(C1=C(C=CC(O)CC(O)CC(=O)O)C(F)=C(c2ccccn2)C(F)=NN1C)c1ccc(F)cc1,True,True,True,0.4724175330452512,501.51,4.33,0.4878,0.4048,fluvastatin
Cc1nc(-c2ccc(F)cc2)n(C=CCC(O)CC(O)CC(=O)O)c1C(C)C,True,True,True,0.6083569971062468,390.46,3.568,0.6333,0.4,atorvastatin
CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1CCC(=O)CC(O)CC(=O)O,False,True,True,0.4570821585961753,456.49,4.804,0.6167,0.4,rosuvastatin
CC(=O)CC(O)CC(O)C=Cn1cc(C(C)C)nc1-c1ccc(F)cc1,False,True,True,0.7567386123845684,360.43,3.374,0.5645,0.4,rosuvastatin
Cc1c(-c2ccc(F)cc2)n(C=CC(O)CC(O)CC(=O)O)c(C)nc2ccc1cc2F,True,True,True,0.5093446137399625,442.46,4.218,0.597,0.3951,rosuvastatin
CCc1c(C(C)C(O)CC(O)CC(=O)O)n(-c2ccc(F)cc2)n1C(=O)NCc1ccccc1,True,True,True,0.3615302398690281,471.53,3.428,0.4487,0.3924,fluvastatin
CCc1c(-c2cccc(F)c2)c(C)c(C=CC(O)CC(O)CC(=O)O)n1C(C)C,True,True,True,0.5814393307539166,403.49,4.346,0.4,0.3924,fluvastatin
Cc1ccc(C2=C(F)CC=C(C=CC(O)CC(O)CC(=O)O)N2c2ccc(F)cc2)cc1F,True,True,True,0.5260500490086015,459.46,4.848,0.4324,0.3902,rosuvastatin
CC1=C(C)C(c2ccc(F)cc2)C(C)=C(C)N(C=CC(O)CC(O)CC(=O)O)C(N(C)C)=N1,True,True,True,0.5735322203493181,459.56,3.831,0.4795,0.3902,rosuvastatin
Cc1ccc(NC(C)C2=C(c3ccc(F)cc3)N(CCC(O)CC(O)CC(=O)O)C(C(=O)NC=O)=CC=N2)cc1,True,True,True,0.2380796794338655,552.6,2.823,0.4157,0.3889,atorvastatin
Cc1ccc(CNC(=O)c2c(C)c(CCC(O)CC(O)CC(=O)O)nc(C(C)C)c2-c2ccc(F)cc2)cc1,True,False,True,0.2563989362743908,536.64,5.077,0.5316,0.3882,atorvastatin
CCC1=NC=C(c2ccc(F)cc2)N(c2ccc(F)cc2)N1C=CC(O)CC(O)CC(=O)O,True,True,True,0.528482210957856,457.48,3.909,0.4928,0.3875,rosuvastatin
CC(C)c1nc(-c2cccc(F)c2)c(C(=O)NCc2ccccc2)n1CC(O)CC(O)CC(=O)O,True,True,True,0.3316437147726791,483.54,3.329,0.5263,0.3855,atorvastatin
CCc1c(C(C)CC(C)CC(C)O)nc(-c2ccccc2)c(CC(O)CC(=O)O)c1C(=O)Nc1ccccc1,False,False,True,0.2194743334201876,532.68,5.842,0.3855,0.3827,atorvastatin
Cc1ccc(C(C)c2c(-c3ccccc3)c(F)nn2CCC(O)CC(O)CC(=O)O)cc1F,True,True,True,0.4218819523699824,458.51,4.265,0.4304,0.3827,atorvastatin
Cn1c(C(F)Nc2ccccc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CCC(O)C(=O)O,False,True,True,0.2484714316693138,489.52,3.521,0.4079,0.3827,atorvastatin
CCc1c(F)c(-c2ccccc2)c(-c2cccc(F)c2)n1C(C)C=CC(O)CC(O)CC(=O)O,True,True,True,0.3489560027546815,469.53,5.367,0.4375,0.3816,pitavastatin
Cc1nc(C(C)c2ccc(F)cc2)n(C=CC(O)CC(O)CC(=O)O)c1-c1cccc(Cl)c1,True,True,True,0.4130698886077074,472.94,4.86,0.7183,0.381,fluvastatin
CC(=O)C(CCn1c(C(C)c2ccc(F)cc2)nc(O)c1C(C)C)CC(O)CC(=O)O,False,True,True,0.4955301344368241,434.51,3.824,0.4667,0.3797,atorvastatin
CC(C)c1nc(-c2ccccc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)COC(=O)O,False,True,True,0.402939384423122,454.5,4.757,0.7377,0.378,rosuvastatin
CC(C)C1=NC=CC(c2cccc(F)c2)=C(c2ccccc2)N1C=CC(O)CC(O)CC(=O)O,True,True,True,0.5011855093888848,464.54,4.678,0.4625,0.378,fluvastatin
Cc1ccc(-c2nc(C)n(C=CC(O)CC(O)CC(=O)O)c2C(Cl)c2cc(C)cc(F)c2)cc1,True,True,True,0.369813119364015,486.97,5.0,0.5797,0.3765,rosuvastatin
CCC1=C(C)C(C(C)C(=O)Nc2ccccc2)N(c2ccc(F)cc2)N1OCCC(O)CC(=O)O,False,True,True,0.4349502736711037,485.56,4.347,0.3953,0.3765,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)n(C=CCc2ccc(F)cc2)c1CCC(O)CC(=O)O,False,True,True,0.4281773884075955,454.52,5.433,0.5,0.375,rosuvastatin
CC(C)(C)Nc1cnn(CCC(O)CC(O)CC(O)CC(=O)O)c1C(=O)NCc1ccc(F)cc1,True,True,True,0.2464595573421001,494.56,1.89,0.5,0.3735,atorvastatin
CC1=C(C=CC(O)CC(=O)O)N=C(c2ccc(F)cc2)C(CCC(O)CC(O)C(C)F)=C(C)C1C,False,True,True,0.3644465356583388,491.58,4.497,0.3721,0.3721,rosuvastatin
CC(C)c1nc(-c2ccccc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CO,False,True,True,0.5234410153977008,410.49,4.055,0.7544,0.3718,rosuvastatin
Cc1cc(CC=C(O)CC(O)CC(=O)O)c(Cc2ccc(F)cc2)c(-c2ccc(F)cc2)n1,False,True,True,0.3906443113853673,453.49,5.136,0.4143,0.3718,rosuvastatin
CC(C)c1c(-c2ccc(F)cc2)n(C(C)NCc2ccc(-c3ccc(F)cc3)cc2)n1C=C(O)CC(O)CC(=O)O,False,False,True,0.1403643496414466,563.65,6.916,0.4545,0.3718,fluvastatin
CCC(C)c1nc(-c2ccc(F)cc2)n(CCC(O)CCC(O)C(O)C=O)c1-c1ccccc1,False,True,True,0.3441950925083266,468.57,4.322,0.4074,0.3704,atorvastatin
O=C(O)CC(O)CC(O)CCCc1cnc(-c2ccc(F)cc2)n1-c1ccc(F)cc1,True,True,True,0.4556309236850699,430.45,3.727,0.4265,0.3684,atorvastatin
Cc1nc(C(C)C)n(CCC(CC(O)CC(=O)O)c2ccc(F)c(O)c2)c1-c1cccc(F)c1,False,True,True,0.3689640035113658,472.53,5.365,0.4138,0.3678,atorvastatin
CCC(c1nc(-c2ccc(Cl)cc2)c(-c2ccc(F)cc2)n1CC(C)CC(O)CC(=O)O)C(C)C,False,False,True,0.2963538753240319,501.04,7.021,0.5143,0.3659,atorvastatin
Cc1cc(F)ccc1-c1c(-c2ccc(F)cc2)nc(CC(C)O)n1C=CC(=O)CC(O)CC(=O)O,False,True,True,0.3752757076439899,484.5,3.993,0.6111,0.3647,rosuvastatin
CC(C)c1nc(-c2ccc(Cl)c(F)c2)c(C=C(O)CC(O)CC(=O)O)nc1C(C)c1ccc(F)cc1,False,False,True,0.2813336890677356,516.97,6.475,0.3882,0.3647,rosuvastatin
Cc1ccc(-c2cc(F)cn2CC(CCC(O)CC(O)CC(=O)O)C(=O)NC(C)c2ccccc2)cc1,True,True,True,0.271266729413414,510.61,4.463,0.4118,0.3647,atorvastatin
CC(C)c1nc(-c2ccc(F)cc2)n(CC(O)CC(O)CC(O)C=CO)c1-c1ccc(F)cc1,False,True,True,0.3245825531075639,472.53,4.553,0.4265,0.3636,rosuvastatin
CC(C)c1ccc(-c2ncc(F)nc2C(CC(O)CC(O)C=CO)C(=O)O)cc1,False,True,True,0.4733872900331236,404.44,3.148,0.3836,0.3625,rosuvastatin
CC(C)C(=Cc1nc(-c2ccc(F)cc2)c(C(C)c2ccc(F)cc2)n1C(C)C)CC(O)CC(=O)O,False,True,True,0.322718772195712,496.6,6.826,0.4638,0.3625,rosuvastatin
CC(C)c1nc(Cc2cccc(F)c2)n(C=C(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,False,True,True,0.3883898633895987,456.49,5.125,0.439,0.3571,rosuvastatin
CC1=CC=C(C=O)C(c2ccc(-c3ccc(F)cc3)nc2)=C(C)N1C=CC(O)CC(O)CC(=O)O,True,True,True,0.4661965939256355,478.52,4.064,0.4667,0.3563,rosuvastatin
Cc1c(C=C(CC(O)CC(O)CC(=O)O)C(C)C)n(-c2ccc(F)cc2)[n+]([O-])c1-c1ccc(F)cc1,True,True,True,0.2827658825103546,500.54,4.38,0.4085,0.3544,atorvastatin
Cc1c(-c2cccnc2)c(-c2ccc(F)cc2)nc(CC(O)CCCC(O)CC(=O)O)c1C(C)C,False,True,True,0.3445087721076457,480.58,5.291,0.4568,0.3529,atorvastatin
CC(C)c1cc(-c2ccc(F)cc2)n(-c2ccc(F)cc2)c1C=C(O)CC(O)CC(=O)O,False,True,True,0.3934621699041939,441.47,5.671,0.4058,0.3506,atorvastatin
CC(=O)OC(O)CC(O)C=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.3784781875623429,456.49,4.722,0.7119,0.35,rosuvastatin
CC(C)c1nc(-c2cccc(F)c2)c(O)n1C=CC(O)CC(CC(=O)O)c1ccc(F)cc1,False,True,True,0.4145419655127937,456.49,5.138,0.5789,0.3488,rosuvastatin
Cc1c(C(C)O)c(C(C)C)c(C=C(O)CC(O)CC(=O)O)n1-c1ccc(F)cc1,False,True,True,0.4924249823537135,405.47,4.226,0.3913,0.3467,fluvastatin
CC(C)c1nc(-c2ccc(F)cc2)n(C=CC(CCC(=O)O)C(=O)O)c1-c1ccc(F)cc1,False,True,True,0.4355718094646172,454.47,5.655,0.4923,0.3462,rosuvastatin
Cc1cccc(-c2nc(-c3ccc(F)cc3)n(C(O)=C(O)CC(O)CC(=O)O)c2C(C)C)c1,False,True,True,0.3453601634460063,454.5,5.256,0.5224,0.3457,atorvastatin
Cc1c(-c2ccccc2)nc(-c2cccc(F)c2)n1C=CC(=O)CC(O)CC(O)CC(=O)O,True,True,True,0.4046812023239318,452.48,3.681,0.4783,0.3457,atorvastatin
Cc1ccc(-c2nc(-c3ccc(F)cc3)n(C=CC(CCC(=O)O)C(C)O)c2C(C)C)cc1,False,True,True,0.4117465317650009,450.55,6.121,0.6557,0.3457,rosuvastatin
CC(=O)C(C)CC(O)CC(O)C=Cn1cnc(-c2ccc(NC(=O)O)cc2)c1-c1ccc(F)cc1,False,True,True,0.3342882367271645,481.52,4.644,0.4722,0.3452,rosuvastatin
Cc1ccc(-c2nc(C(C)C)n(C=CC(O)CC(F)CC(=O)O)c2-c2ccc(Cl)cc2)cc1,False,True,True,0.3824760249135171,470.97,6.337,0.6562,0.3452,rosuvastatin
CC(C)c1c(F)nc(-c2ccc(F)cc2)n1C=CC(O)CCC(O)CCC(=O)O,False,True,True,0.5559600275427072,408.45,3.789,0.6066,0.3418,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(O)C(=O)O,False,True,True,0.4347445242149645,456.49,4.676,0.7069,0.3418,rosuvastatin
Cc1cccc(-c2c(-c3ccc(F)cc3)nc(C)n2C=CCC(O)CC(=O)O)c1,False,True,True,0.6106494134781238,394.45,4.669,0.5278,0.3415,atorvastatin
O=C(O)CC(O)CC(O)C=CN1CC(F)=CC=Cc2cc(-c3ccc(F)cc3)c(F)n21,True,True,True,0.6224485643788557,434.41,3.352,0.4605,0.3412,rosuvastatin
Cc1cc(-c2nc(-c3ccc(F)cc3)c(C(C)C)n2C=C(O)CC(O)CC(O)C=O)cc(Cl)c1C,False,False,True,0.2544650063876017,501.0,5.807,0.5493,0.3409,rosuvastatin
CC(O)CC(O)=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.5202335081899538,398.45,5.746,0.5862,0.3378,rosuvastatin
CC(=O)CC(O)CC(O)C=Cn1c(-c2ccc(C)c(F)c2)nc(C)c1-c1ccc(F)cc1,False,True,True,0.5336754476059966,440.49,4.674,0.5147,0.3373,rosuvastatin
Cc1ccc(-c2c(C(C)C)nc(-c3ccc(F)cc3)n2CC=CC(O)C(O)CCC(=O)O)cc1,False,True,True,0.3683446846310732,466.55,4.931,0.3924,0.3373,rosuvastatin
CC(C)c1nc(C=C(O)CC(O)CC(=O)O)nc(-c2ccc(F)nc2)c1-c1ccccc1,False,True,True,0.3484510088869077,437.47,4.593,0.3625,0.3373,rosuvastatin
CC(=O)C=CC(CC(O)CC(O)C=O)n1c(-c2ccc(F)cc2)nc(C(C)C)c1-c1ccc(O)cc1,False,True,True,0.2658659040473489,494.56,4.572,0.3896,0.3372,rosuvastatin
CC(O)c1c(-c2cccc(Cl)c2)nc(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,False,True,True,0.5169908170302201,430.86,4.369,0.6,0.3333,rosuvastatin
CC(C)Cc1c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(C=C(O)CC(O)CC(=O)O)n1C(C)C,False,True,True,0.2633431248958868,497.58,7.004,0.4103,0.3333,atorvastatin
CC(C)c1nn(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1CC(OC(=O)O)C(O)CC(=O)O,False,True,True,0.3934966190467456,474.46,4.382,0.3649,0.3333,rosuvastatin
CC(C)c1c(-c2cccc(F)c2)c(O)c(-c2cccc(F)c2)n1C=CC(O)CC(=O)O,False,True,True,0.4818681283287861,427.45,5.236,0.4474,0.3333,fluvastatin
Cc1nc(-c2cccc(-c3ccc(F)cc3)c2)n(CCCC(O)C=CC(O)CC(=O)O)c1C(C)O,False,True,True,0.3038023769900181,482.55,4.251,0.4321,0.3294,atorvastatin
CCCC(C)c1nc(C(C=O)CC(O)C(=O)O)c(C)nc1-c1ccc(-c2ccc(F)cc2)cc1,False,True,True,0.3960849607105434,464.54,5.28,0.3649,0.3293,rosuvastatin
O=C(O)CC(=Cn1c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CF)CC(O)O,False,True,True,0.4630046315257374,432.4,4.316,0.3582,0.3288,atorvastatin
CC1=CC(F)(C2=C(c3ccc(F)cc3)N(C=CCC(O)CC(O)CC(=O)O)N(C)C(C)=N2)C=C1,True,True,True,0.5051208042718888,473.52,3.79,0.3704,0.3258,atorvastatin
O=C(O)CC(O)OCCC(O)C=Cn1cnc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.4134805623870793,444.43,3.527,0.4559,0.325,rosuvastatin
CC(CCn1ccc(-c2ccc(F)cc2)c1-c1ccc(F)cc1)C(O)CC(=O)OCC(=O)O,False,True,True,0.4376868600784667,457.47,4.505,0.3333,0.325,atorvastatin
CCCc1cccc(C(CC(O)CC(=O)O)c2nn(-c3ccc(F)cc3)c(N(C)C=O)c2C(C)C)c1,False,True,True,0.3434561022221906,495.6,5.038,0.3516,0.3226,rosuvastatin
Cc1ccc(C=Cn2nc(C(C)C)c(-c3ccc(F)cc3)c2C(O)CCC(=O)O)cc1,False,True,True,0.4920505743542643,422.5,5.647,0.3733,0.3214,rosuvastatin
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCCC(CO)C(=O)O,False,True,True,0.3426883535061123,484.54,5.314,0.6508,0.3214,rosuvastatin
CC(C)c1c(-c2ccc(F)cc2)nc(C(C)O)n1C=CCc1cc(F)cc(CC(=O)O)c1,False,True,True,0.4954603845446051,440.49,5.346,0.4714,0.3214,rosuvastatin
CC(C)C1=C(C=CC(O)CC(=O)O)C(c2ccnc(F)c2)=C1c1cccc(F)c1,False,True,True,0.6686498141847115,397.42,4.629,0.3412,0.321,fluvastatin
CC(C)c1nc(C(C)NCc2ccccc2)c(CCC(O)CC(O)CC(=O)O)[nH]1,True,True,True,0.3718175501663932,403.52,2.903,0.4474,0.321,atorvastatin
CCC(O)CC(=O)CC(O)C=Cn1c(-c2ccc(F)cc2)c(-c2cccc(F)c2)n1C(C)C,False,True,True,0.4272467161163462,456.53,5.435,0.4051,0.321,atorvastatin
Cc1cc(Cl)cc(N2CC(CC(O)CC(=O)O)C(C(C)C)=NC(c3ccc(F)cc3)=C2C=O)c1,False,True,True,0.5056358822479501,486.97,5.114,0.375,0.3187,atorvastatin
CC(C)C1=C(CC(O)CC(O)CC(=O)O)N(C(C)C=O)NC(c2ccccc2)N1c1ccc(Cl)cc1,True,True,True,0.3307953136825681,516.04,4.097,0.2967,0.3176,fluvastatin
CC1N=C(CC=CC(O)CC(=O)O)N=C(c2ccc(F)cc2)N1c1ccc(F)cc1,False,True,True,0.6771761600437103,413.42,3.758,0.3514,0.3171,rosuvastatin
CC(C)c1c(-c2ccc(Cl)cc2)nc(C(C)c2cc(F)cc(CCC(O)CC(=O)O)c2)n1C=CO,False,False,True,0.2809088463701794,501.0,6.372,0.4487,0.3152,rosuvastatin
CC(CC(O)O)C(O)=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.3519269446134629,428.48,5.312,0.5667,0.3117,rosuvastatin
CCC(C)C(C)=CC(O)CC1CCCC(O)CC(=O)O1,False,True,True,0.6012923902747634,284.4,2.577,0.3247,0.3117,lovastatin
CC(C)c1c(-c2ccccc2)cc(-c2ccc(F)cc2)n1C=CC(O)C(O)C(=O)O,False,True,True,0.5414480007098806,409.46,4.362,0.3913,0.3117,fluvastatin
CC(C)C(=CN1C(c2ccc(F)cc2)=C1c1ccc(F)cc1)OC(O)CC(=O)O,False,True,True,0.5064624758455855,401.41,4.413,0.3636,0.3108,atorvastatin
CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1C(C=CO)OC(O)CC(O)C=O,False,True,True,0.2284389945024049,472.49,4.474,0.4783,0.3095,rosuvastatin
CCC=Cn1c(C(CCC(=O)O)C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,False,True,True,0.3920205659835302,438.52,6.98,0.5469,0.3086,rosuvastatin
CC(C)CCCn1c(-c2cccc(F)c2)nc(NCc2ccccc2)c1C(C)C=C(O)CC(O)CC(=O)O,False,False,True,0.17951538609018,523.65,6.509,0.4419,0.3085,atorvastatin
CCC1=C(CCl)N(c2cccc(C)c2)C(C)=C(c2ccc(F)cc2)C1=CCC(O)CC(=O)O,False,True,True,0.4365297374748458,469.98,6.44,0.3523,0.3068,fluvastatin
CC(C)C1=NC(O)=C(c2cccc(F)c2)N(c2ccc(F)cc2)N1C=CC(O)CC(=O)O,False,True,True,0.5908805885119414,443.45,4.29,0.3929,0.3059,fluvastatin
CC(C)c1c(CCC(O)CC(=O)O)n(CCC(C=O)CC(=O)O)cc(F)c2ccc1cc2,False,True,True,0.4248243888432398,447.5,3.914,0.3253,0.3049,atorvastatin
