action_type	activity_comment	activity_id	activity_properties	assay_chembl_id	assay_description	assay_type	assay_variant_accession	assay_variant_mutation	bao_endpoint	bao_format	bao_label	canonical_smiles	data_validity_comment	data_validity_description	document_chembl_id	document_journal	document_year	ligand_efficiency	molecule_chembl_id	molecule_pref_name	parent_molecule_chembl_id	pchembl_value	potential_duplicate	qudt_units	record_id	relation	src_id	standard_flag	standard_relation	standard_text_value	standard_type	standard_units	standard_upper_value	standard_value	target_chembl_id	target_organism	target_pref_name	target_tax_id	text_value	toid	type	units	uo_units	upper_value	value
		40284	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	CCc1ccccc1/N=C1/C(=O)c2cncnc2C(O)=C1Cl			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL116056		CHEMBL116056		0	http://qudt.org/vocab/unit#Percent	215703	=	1	1	=		Inhibition	%		20.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		20.0
		43487	[]	CHEMBL660709	Activity to produce DNA topoisomerase I-mediated DNA cleavage at concentration up to 10 uM; +/-	B			BAO_0000375	BAO_0000357	single protein format	COc1cc2c3c(n(C)c(=O)c2cc1OC)-c1cc2c(cc1/C3=C\CCCCBr)OCO2			CHEMBL1145853	J Med Chem	2003		CHEMBL326432		CHEMBL326432		0		209789		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
		44501	[]	CHEMBL659010	The compound was tested for topoisomerase-1 mediated DNA cleavage, activity is expressed as REC(relative effective concentration) i.e., concentration relative to Hoechst 33342.	B			BAO_0000179	BAO_0000357	single protein format	COc1ccc(-c2nc3cc(-c4nc5cc(-c6nc7cc(C#N)ccc7[nH]6)ccc5[nH]4)ccc3[nH]2)cc1			CHEMBL1128728	J Med Chem	1995		CHEMBL121369		CHEMBL121369		0		229973	=	1	0	=		Relative concentration			1000.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Relative concentration				1000.0
		45096	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	CCc1ccc(NC2=C(Cl)C(=O)c3ncncc3C2=O)cc1			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL114301		CHEMBL114301		0	http://qudt.org/vocab/unit#Percent	215718	=	1	1	=		Inhibition	%		88.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		88.0
		45101	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	O=C1C(Nc2ccccc2Br)=C(Cl)C(=O)c2ncncc21			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL325088		CHEMBL325088		0	http://qudt.org/vocab/unit#Percent	215706	=	1	1	=		Inhibition	%		89.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		89.0
		47557	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	O=C1C(Nc2ccc3c(c2)OCO3)=C(Cl)C(=O)c2ncncc21			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL115379		CHEMBL115379		0	http://qudt.org/vocab/unit#Percent	215708	=	1	1	=		Inhibition	%		27.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		27.0
		49569	[]	CHEMBL659010	The compound was tested for topoisomerase-1 mediated DNA cleavage, activity is expressed as REC(relative effective concentration) i.e., concentration relative to Hoechst 33342.	B			BAO_0000179	BAO_0000357	single protein format	c1ccc(-c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc7[nH]cnc7c6)nc5c4)nc3c2)cc1			CHEMBL1128728	J Med Chem	1995		CHEMBL97568		CHEMBL97568		0		229968	=	1	0	=		Relative concentration			2.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Relative concentration				2.0
	Similar activity as compound 2	51136	[]	CHEMBL659012	Activity to produce DNA topoisomerase I-mediated DNA cleavage at concentration up to 10 uM; ++, indicates similar activity as the parent compound 2	B			BAO_0000375	BAO_0000357	single protein format	COc1cc2c3c(n(C)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2			CHEMBL1145853	J Med Chem	2003		CHEMBL79513		CHEMBL79513		0		209787		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
		54618	[]	CHEMBL659010	The compound was tested for topoisomerase-1 mediated DNA cleavage, activity is expressed as REC(relative effective concentration) i.e., concentration relative to Hoechst 33342.	B			BAO_0000179	BAO_0000357	single protein format	CCCc1ccc2[nH]c(-c3ccc4[nH]c(-c5ccc6[nH]cnc6c5)nc4c3)nc2c1			CHEMBL1128728	J Med Chem	1995		CHEMBL120933		CHEMBL120933		0		229967	=	1	0	=		Relative concentration			100.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Relative concentration				100.0
		54623	[]	CHEMBL659010	The compound was tested for topoisomerase-1 mediated DNA cleavage, activity is expressed as REC(relative effective concentration) i.e., concentration relative to Hoechst 33342.	B			BAO_0000179	BAO_0000357	single protein format	COc1ccc(-c2nc3cc(-c4nc5cc(C#N)ccc5[nH]4)ccc3[nH]2)cc1			CHEMBL1128728	J Med Chem	1995		CHEMBL122616		CHEMBL122616		0		229975	=	1	0	=		Relative concentration			3.3	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Relative concentration				3.3
		56075	[]	CHEMBL659011	Activity to produce DNA topoisomerase I-mediated DNA cleavage at concentration up to 10 uM	B			BAO_0000375	BAO_0000357	single protein format	COc1cc2c3c(n(C)c(=O)c2cc1OC)-c1cc2c(cc1/C3=C\CCCBr)OCO2			CHEMBL1145853	J Med Chem	2003		CHEMBL320263		CHEMBL320263		0		209783	=	1	0	=		Activity			0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				0.0
	greater activity than compound 2	56085	[]	CHEMBL660707	Activity to produce DNA topoisomerase I-mediated DNA cleavage at concentration up to 10 uM; +++, greater activity than the parent compound 2	B			BAO_0000375	BAO_0000357	single protein format	COc1cc2c3c(n(CCC[N+](C)(C)C)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2.[Cl-]			CHEMBL1145853	J Med Chem	2003		CHEMBL325085		CHEMBL1183941		0		209786		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
		56469	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	Cc1ccc(NC2=C(Cl)C(=O)c3ncncc3C2=O)cc1C			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL325431		CHEMBL325431		0	http://qudt.org/vocab/unit#Percent	215716	=	1	1	=		Inhibition	%		100.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		100.0
	greater activity than compound 2	57299	[]	CHEMBL660707	Activity to produce DNA topoisomerase I-mediated DNA cleavage at concentration up to 10 uM; +++, greater activity than the parent compound 2	B			BAO_0000375	BAO_0000357	single protein format	COc1cc2c3c(n(C)c(=O)c2cc1OC)-c1cc2c(cc1/C3=C/CCN)OCO2			CHEMBL1145853	J Med Chem	2003		CHEMBL109363		CHEMBL109363		0		209785		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
		58875	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	Cc1ccc(NC2=C(Cl)C(=O)c3ncncc3C2=O)cc1			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL116112		CHEMBL116112		0	http://qudt.org/vocab/unit#Percent	215704	=	1	1	=		Inhibition	%		12.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		12.0
		60257	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	Cc1cccc(NC2=C(Cl)C(=O)c3ncncc3C2=O)c1			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL113790		CHEMBL113790		0	http://qudt.org/vocab/unit#Percent	215717	=	1	1	=		Inhibition	%		96.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		96.0
		60262	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	O=C1C(Nc2cccc(Cl)c2)=C(Cl)C(=O)c2ncncc21			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL114321		CHEMBL114321		0	http://qudt.org/vocab/unit#Percent	215714	=	1	1	=		Inhibition	%		12.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		12.0
		61239	[]	CHEMBL660708	Activity to produce DNA topoisomerase I-mediated DNA cleavage at concentration up to 10 uM; +, indicates weak activity	B			BAO_0000375	BAO_0000357	single protein format	COc1cc2c3c(n(C)c(=O)c2cc1OC)-c1cc2c(cc1/C3=C/CCCCCBr)OCO2			CHEMBL1145853	J Med Chem	2003		CHEMBL113109		CHEMBL113109		0		209784	=	1	0	=		Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
		61719	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	O=C1C(Nc2ccccc2)=C(Cl)C(=O)c2ncncc21			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL114602		CHEMBL114602		0	http://qudt.org/vocab/unit#Percent	215701	=	1	1	=		Inhibition	%		27.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		27.0
		62302	[]	CHEMBL659010	The compound was tested for topoisomerase-1 mediated DNA cleavage, activity is expressed as REC(relative effective concentration) i.e., concentration relative to Hoechst 33342.	B			BAO_0000179	BAO_0000357	single protein format	N#Cc1ccc2[nH]c(-c3ccc4[nH]c(-c5ccc6[nH]cnc6c5)nc4c3)nc2c1			CHEMBL1128728	J Med Chem	1995		CHEMBL120988		CHEMBL120988		0		229969	=	1	0	=		Relative concentration			1.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Relative concentration				1.0
		63589	[]	CHEMBL659010	The compound was tested for topoisomerase-1 mediated DNA cleavage, activity is expressed as REC(relative effective concentration) i.e., concentration relative to Hoechst 33342.	B			BAO_0000179	BAO_0000357	single protein format	c1cncc(-c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc7[nH]cnc7c6)nc5c4)nc3c2)c1			CHEMBL1128728	J Med Chem	1995		CHEMBL123075		CHEMBL123075		0		229976	=	1	0	=		Relative concentration			2.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Relative concentration				2.0
	indicates weak activity	63817	[]	CHEMBL660708	Activity to produce DNA topoisomerase I-mediated DNA cleavage at concentration up to 10 uM; +, indicates weak activity	B			BAO_0000375	BAO_0000357	single protein format	COc1cc2cc3n(c(=O)c2cc1OC)Cc1cc2ccccc2nc1-3			CHEMBL1145853	J Med Chem	2003		CHEMBL263533	DIMETHOXYAROMATHECIN	CHEMBL263533		0		209781		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
		68083	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	O=C1C(Nc2cccc(Br)c2)=C(Cl)C(=O)c2ncncc21			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL115117		CHEMBL115117		0	http://qudt.org/vocab/unit#Percent	215702	=	1	1	=		Inhibition	%		9.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		9.0
	Similar activity as compound 2	68964	[]	CHEMBL659012	Activity to produce DNA topoisomerase I-mediated DNA cleavage at concentration up to 10 uM; ++, indicates similar activity as the parent compound 2	B			BAO_0000375	BAO_0000357	single protein format	O=c1c2ccccc2cc2n1Cc1cc3ccccc3nc1-2			CHEMBL1145853	J Med Chem	2003		CHEMBL110203	ROSETTACIN	CHEMBL110203		0		209782		1	0			Activity				CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Activity				
		69349	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	215710	=	1	1	=		Inhibition	%		50.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		50.0
		70798	[]	CHEMBL669796	In vitro inhibition of human DNA topoisomerase I activity.	B			BAO_0000201	BAO_0000357	single protein format	CCOc1ccccc1/N=C1/C(=O)c2cncnc2C(O)=C1Cl			CHEMBL1147454	Bioorg Med Chem Lett	2004		CHEMBL326549		CHEMBL326549		0	http://qudt.org/vocab/unit#Percent	215715	=	1	1	=		Inhibition	%		9.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		9.0
		71289	[]	CHEMBL659010	The compound was tested for topoisomerase-1 mediated DNA cleavage, activity is expressed as REC(relative effective concentration) i.e., concentration relative to Hoechst 33342.	B			BAO_0000179	BAO_0000357	single protein format	c1ccc2[nH]c(-c3ccc4[nH]c(-c5ccc6[nH]cnc6c5)nc4c3)nc2c1			CHEMBL1128728	J Med Chem	1995		CHEMBL333953		CHEMBL333953		0		229970	=	1	0	=		Relative concentration			1.1	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Relative concentration				1.1
		72470	[]	CHEMBL664396	Topoisomerase I DNA relaxation activity was evaluated by Agarose Gel Electrophoresis test at concentration 50 uM	B			BAO_0000201	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	1	=		Inhibition	%		25.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		25.0
		72471	[]	CHEMBL664390	Topoisomerase I DNA relaxation activity was evaluated by Agarose Gel Electrophoresis test at concentration 100 uM	B			BAO_0000201	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	1	=		Inhibition	%		25.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		25.0
		72472	[]	CHEMBL665071	Topoisomerase I DNA relaxation activity was evaluated by Fluorescence assay using Ethidium Bromide before heat denaturation of pBR322 DNA at concentration 25 uM	B			BAO_0000082	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	0	=		Change	%		6.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Change	%	UO_0000187		6.0
		72473	[]	CHEMBL665073	Topoisomerase I DNA relaxation activity was evaluated by Fluorescence assay using Ethidium Bromide before heat denaturation of pBR322 DNA at concentration 50 uM	B			BAO_0000082	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	0	=		Change	%		12.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Change	%	UO_0000187		12.0
		72474	[]	CHEMBL664008	Topoisomerase I DNA relaxation activity was evaluated by Fluorescence assay using Ethidium Bromide before heat denaturation of pBR322 DNA at concentration 75 uM	B			BAO_0000082	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	0	=		Change	%		9.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Change	%	UO_0000187		9.0
		72475	[]	CHEMBL664406	Topoisomerase I DNA relaxation activity was evaluated by Fluorescence assay using Ethidium Bromide before heat denaturation of pBR322 DNA at concentration 100 uM	B			BAO_0000082	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	0	=		Change	%		3.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Change	%	UO_0000187		3.0
		72476	[]	CHEMBL664401	Topoisomerase I DNA relaxation activity was evaluated by Fluorescence assay using Ethidium Bromide after heat denaturation of pBR322 DNA at concentration 25 uM	B			BAO_0000082	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	0	=		Change	%		7.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Change	%	UO_0000187		7.0
		72477	[]	CHEMBL664403	Topoisomerase I DNA relaxation activity was evaluated by Fluorescence assay using Ethidium Bromide after heat denaturation of pBR322 DNA at concentration 50 uM	B			BAO_0000082	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	0	=		Change	%		7.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Change	%	UO_0000187		7.0
		72478	[]	CHEMBL664404	Topoisomerase I DNA relaxation activity was evaluated by Fluorescence assay using Ethidium Bromide after heat denaturation of pBR322 DNA at concentration 75 uM	B			BAO_0000082	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	0	=		Change	%		9.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Change	%	UO_0000187		9.0
		72479	[]	CHEMBL664398	Topoisomerase I DNA relaxation activity was evaluated by Fluorescence assay using Ethidium Bromide after heat denaturation of pBR322 DNA at concentration 100 uM	B			BAO_0000082	BAO_0000357	single protein format	CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1			CHEMBL1129036	J Med Chem	1996		CHEMBL65	CAMPTOTHECIN	CHEMBL65		0	http://qudt.org/vocab/unit#Percent	6069	=	1	0	=		Change	%		3.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Change	%	UO_0000187		3.0
		76830	[]	CHEMBL664393	Topoisomerase I DNA relaxation activity was evaluated by Agarose Gel Electrophoresis test at concentration 25 uM	B			BAO_0000201	BAO_0000357	single protein format	COC(=O)c1cc(NC(=O)c2cc(NC(=O)Cn3cc(C4=C(c5c[nH]c6ccccc56)C(=O)NC4=O)c4ccccc43)cn2C)cn1C			CHEMBL1129036	J Med Chem	1996		CHEMBL269437		CHEMBL269437		0	http://qudt.org/vocab/unit#Percent	6073	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		0.0
		76831	[]	CHEMBL664395	Topoisomerase I DNA relaxation activity was evaluated by Agarose Gel Electrophoresis test at concentration 50 uM	B			BAO_0000201	BAO_0000357	single protein format	COC(=O)c1cc(NC(=O)c2cc(NC(=O)Cn3cc(C4=C(c5c[nH]c6ccccc56)C(=O)NC4=O)c4ccccc43)cn2C)cn1C			CHEMBL1129036	J Med Chem	1996		CHEMBL269437		CHEMBL269437		0	http://qudt.org/vocab/unit#Percent	6073	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		0.0
		76832	[]	CHEMBL664389	Topoisomerase I DNA relaxation activity was evaluated by Agarose Gel Electrophoresis test at concentration 100 uM	B			BAO_0000201	BAO_0000357	single protein format	COC(=O)c1cc(NC(=O)c2cc(NC(=O)Cn3cc(C4=C(c5c[nH]c6ccccc56)C(=O)NC4=O)c4ccccc43)cn2C)cn1C			CHEMBL1129036	J Med Chem	1996		CHEMBL269437		CHEMBL269437		0	http://qudt.org/vocab/unit#Percent	6073	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		0.0
		76833	[]	CHEMBL664391	Topoisomerase I DNA relaxation activity was evaluated by Agarose Gel Electrophoresis test at concentration 250 uM	B			BAO_0000201	BAO_0000357	single protein format	COC(=O)c1cc(NC(=O)c2cc(NC(=O)Cn3cc(C4=C(c5c[nH]c6ccccc56)C(=O)NC4=O)c4ccccc43)cn2C)cn1C			CHEMBL1129036	J Med Chem	1996		CHEMBL269437		CHEMBL269437		0	http://qudt.org/vocab/unit#Percent	6073	=	1	1	=		Inhibition	%		0.0	CHEMBL1781	Homo sapiens	DNA topoisomerase 1	9606			Inhibition	%	UO_0000187		0.0
