smiles,qed,scaffold_smiles,source
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.6390622750209786,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,train
CC(C)n1c(CCC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2c1C(=O)N(c1ccccc1)CCC2,0.3482776352630618,O=C1c2[nH]cc(-c3ccccc3)c2CCCN1c1ccccc1,train
CC(C)c1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,0.3023424012331181,O=C(NCc1ccccc1)c1c[nH]c(-c2ccccc2)n1,train
Cc1cc(F)ccc1-c1c(-c2ccc(F)cc2)nc(C(C)C)n1C=CC(O)CC(O)CC(=O)O,0.40980418681171604,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,train
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.695389998340901,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,train
CC(C)c1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)c(F)c2)n1CCC(O)CC(O)CC(=O)O,0.2904248937519092,O=C(NCc1ccccc1)c1c[nH]c(-c2ccccc2)n1,train
CC(C)c1cc(-c2ccncc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4559960748515062,c1ccc(-c2[nH]ccc2-c2ccncc2)cc1,train
CCCC1CCC(C)C(CCC(O)CC(O)CC(=O)O)C1COC(=O)C(C)(C)CC,0.37539833045500787,C1CCCCC1,train
CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1CCC1CC(O)CC(=O)O1,0.5084706697797188,O=C1CCCC(CCc2cnc(-c3ccccc3)cc2-c2ccccc2)O1,train
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1C=CC(O)CC(O)CC(=O)O,0.39802503200392936,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,train
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,0.39708378626335494,C1=CC2=CCCCC2CC1,train
CC(C)n1c(C(=O)NCc2cccc(F)c2)nc(-c2ccc(F)cc2)c1CCC(O)CC(O)CC(=O)O,0.2904248937519092,O=C(NCc1ccccc1)c1nc(-c2ccccc2)c[nH]1,train
Cc1cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2C=CC(O)CC(O)CC(=O)O)cc(C)c1F,0.38347374184751315,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,train
CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4347445242149645,c1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1,train
CCC(C)(C)C(=O)OC1C2C(=CC(C)C1C(O)c1ccccc1)C=CC(C)C2CCC1CC(O)CC(=O)O1,0.4336038989642279,O=C1CCCC(CCC2CC=CC3=CCC(Cc4ccccc4)CC32)O1,train
