smiles,qed,lipinski_violations
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(Cl)cc2)n1C=C(O)CC(O)CC(=O)O,0.3753148735279687,1
CCC1C2=CCC3CC(CC=CC1C(C)C=C2)CC3OC(O)CC(C)CC(=O)O,0.445370818016931,1
CC(C)n1c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4522431005817575,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(F)c2)n1C=CC(O)C(O)CC(=O)O,0.4838889072929485,0
O=C(O)CC(O)CC(Cn1cc(-c2ccccc2)c(-c2ccncc2)c1-c1cccc(F)c1)OCF,0.2863702298168382,1
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4347445242149645,0
CC(C)c1nc(NCc2cccc(F)c2)c(-c2ccc(F)cc2)nc1C=C(O)CC(O)CC(=O)O,0.28998122105936763,1
CCC1C=C2C=C(C(C)=O)CC2C(CC)CC(O)CC(O)C1CC(O)CC(=O)O,0.5148790358007268,0
Cc1c(-c2cccc(F)c2)n(-c2ccc(F)cc2)n1C=C(O)CC(O)CC(=O)O,0.5191330602421373,0
CC(C(=O)c1cccc(F)c1)c1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)nn1C(C)C,0.311997332168545,1
Cc1ccc(-c2c(C(C)C)n(C=C(O)CC(O)CC(=O)O)n2-c2ccc(F)c(F)c2)cc1,0.4149185691268193,1
C=C(CC)C(C)C1C=C(C=CCC2CC(C(C)=O)C2)C(CC(O)CCCC2COC(O)C2)O1,0.37317328888436435,1
Cc1c(CCCC(O)CC(=O)O)c(-c2ccc(F)cc2)n(CCC(O)CC(O)CC(=O)O)c1C(C)C,0.24653265542927535,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4347445242149645,0
CC(=C1CC1CC(CCC(O)CC(=O)O)C(C)C)C(C)C,0.6250947481093125,0
CCC1N=C(c2ccc(F)cc2)N(C=CC(O)CC(=O)O)C(C(C)C)=C1O,0.6777700911271153,0
CC(C)n1c(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(O)CC=CC(O)CC(O)C(=O)O,0.29099449414516265,1
CC(C)c1c(-c2ccc(F)cc2)nc(CC=C(O)CC(O)CC(=O)O)n1-c1ccc(F)cc1,0.3871534510667795,1
Cc1cnc(-c2ccccc2Cl)cc(-c2ccc(F)cc2)n(C=CC(O)CC(C)C(=O)O)n1C,0.44986186381425214,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(=O)O,0.5115412681065326,1
Cc1nc(C(C)C)n(C=CC(CC(O)CC(=O)O)c2ccc(F)cc2)c1-c1ccc(F)cc1,0.432327421092305,1
CC(C)c1nc(-c2ccccc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4559960748515062,0
CCC(C)CC1CC(=O)C2CC(CCC(O)CC(O)CC(=O)O)CC2=CC(C)CCC(C)C1,0.35660083876304255,1
CC(=O)OC(O)CC(O)C=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,0.3784781875623429,0
CC(C)c1nc(-c2ccc(F)cc2)c(C=CC(O)CC(O)CC(=O)O)n1-c1cccc(F)c1,0.43942009879364496,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)C(O)C=O,0.42635830991800666,0
CCc1c(-c2ccc(F)cc2)nc(C=CC(O)CC(O)CC(=O)O)n1-c1ccc(C)cc1,0.4665259817944863,0
Cc1cc(-c2cc(CC(=O)O)c(CCC(O)CC(O)CC(=O)O)n2-c2ccc(F)cc2)ccc1F,0.3259377982233885,0
CC(O)C(=O)OC1CC=CC(C(C)C)OC2C(CCC2C(C)C)CC(=O)C1C(C)CCO,0.4491452340383708,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=C(O)CC(O)CC(=O)O,0.4168807283307766,1
CC(C)c1nc(-c2ccccc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4559960748515062,0
CCC1=CN(CC(O)CC(=O)O)C(c2cccc(F)c2)=C(CC(C)C)N1C(=O)NCc1ccccc1,0.4237006806891735,1
CCC(C)(O)C(CC=Cn1c(C(=O)O)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1)C(C)N,0.4009258306554633,1
C=CCC(CC1OC(OCC2C(C)=CC2CC(=O)O)C(CCC)C1C)CC(C)(C)C,0.3678086781311998,1
CCC(C)CC1=C(C(CC)C(C)C)C(CC2CC(=O)COC2C(=O)O)C(O)O1,0.6161410061294152,0
Cc1nc(-c2ccc(-c3ccc(O)cc3)c(F)c2)n(C=CCC(O)OC(O)C(C)C)c1C(C)C,0.35262374476616476,1
CC(C)Cn1c(CN(Cc2ccccc2)CC(O)CC(O)C(=O)O)c(C(C)C)c(C=O)c1-c1ccc(F)cc1,0.24735763276177125,2
CC(=O)CC1=CCC(C)CC(O)C(O)CCC2C1C=CC(C)C(C(C)O)C2C=O,0.49262053495886693,0
CCc1cccc(-c2c(F)cc(-c3ccc(C(C)CC)cc3)n2C=C(O)CC(O)CC(=O)O)c1,0.293941516461584,1
CC(C)c1c(CC(O)CC(O)CC(=O)O)c(F)n(-c2ccccc2)c1C(=O)NCc1ccccc1,0.33222920551521606,0
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4347445242149645,0
CCc1cccc2cc(c(CNC(=O)c3cc(F)n(CCC(O)CC(O)CC(=O)O)c3-c3ccccc3)cc1)C=C2,0.18681315034543508,2
CCC(CC)CN1C(c2ccc(F)cc2)=CC(C(=O)Nc2ccccc2)=C(CC(O)CC(O)CC(=O)O)N1C,0.29345279449342127,1
CC(C)c1nc(CCC(O)CC(=O)O)c(-c2ccccc2)nc1C=CC(O)CC(=O)O,0.42810423183543245,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,0.5773188265611184,0
CC(C)Cc1nc(CC=CC(O)CC(O)C(=O)O)n(-c2ccc(F)cc2)c1-c1ccc(F)cc1,0.38395882069013776,0
CCC(O)CCC1=C=CC(C)C2OC1CC(C(=O)C(C)O)C2C(O)CCC(C)=O,0.479472940919979,0
CC(=O)C(O)CCC1CC(CO)C2=CC(C)CC=C(C2)OC(C)CCCC1=O,0.6966647242213391,0
CCc1c(C=CC(O)C(O)CC(=O)O)c(C(C)C)n(-c2ccc(F)cc2)c1C(C)C,0.5552803628727799,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4347445242149645,0
CC(=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1)CC(O)CC(O)CC(=O)O,0.3553889511318327,1
CC1=C(C(C)C)C2(OC(C(=O)C(C)C)C(O)O)CC(C)C=CC3CCC3OC1=CC(C)C2,0.4467132299956851,0
Cc1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1C=CCC(O)CC(O)CC(=O)O,0.4605076041174169,0
Cc1c(-c2ccc(F)cc2)c(C(C)C)n(CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,0.4166176136005988,1
CC(C)c1nn(C(C)C)c(-c2ccc(F)cc2)c1-c1cc(Cl)cc(C=CC(O)CC(O)O)c1,0.36249025500929344,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4347445242149645,0
CC(C)c1nn(C(=O)NCc2ccccc2)c(-c2ccc(F)cc2)c1CCC(O)CCCC(O)CC(=O)O,0.25238894267044665,1
CC1=CC2C(O)C=CC(C)C2C(CC(C)CC(O)OCC(=O)O)C(C)CC(=O)CC1,0.4279516637530872,0
Cc1nc(-c2cccc(C(C)C)c2)c(-c2ccc(F)cc2)n1CC(O)CC(O)CC(=O)O,0.4591135539783139,0
CC(CC(=O)O)CC(O)C=C(O)Cc1nc(-c2ccccc2)c(F)cc1-c1ccccc1,0.39157402249380435,1
CC1=C(C(C)C)C(C(=O)Nc2ccccc2)=C(c2ccc(F)cc2)C1CCC(=O)CC(O)C(=O)O,0.4447028116518178,1
CC=CC1C2C=CCC(O)CCC3C(=C2)C(C1OC(C)CCC(=O)O)C3C(C)CC(=O)O,0.4522473979003525,0
CCN1C(C=CC(O)CC(O)CC(=O)O)=NC(c2ccccc2)=CC(F)=C1C(C)C,0.5702185027053779,0
CC(C)C1=NC(c2ccc(F)cc2)=C(c2ccc(F)cc2)N=C(C(C)C)N1C=CC(O)CC(O)O,0.4712618976845644,0
CC(C)c1c(-c2ccc(F)cc2)n(C(O)CCC(O)CC(=O)O)n1C=CCC(C)c1ccc(F)cc1,0.2792107392435887,2
CC(C)C1CCCC(O)CC1CCC(O)C(C)C=C1C=CC1CC1CC(OC(=O)O)C1,0.32647479189379175,1
CC(O)C=Cn1c(C(C)c2ccc(F)cc2)nc(-c2ccc(F)cc2)c1CCC(O)CC(=O)O,0.4025774753787544,0
Cc1c(-c2ccc(F)cc2)n(C(O)c2ccc(Cl)cc2)n1C=CC(C)(C)CC(O)CO,0.4635000692017781,0
C=CCC1(C)C2CC(C)C(=O)CCCC(CCC(CC(C)C)OC(O)CC(=O)O)C21,0.35242563760448536,1
CC(C)c1cn(C(C)C)c(C=CC(O)CCC(=O)O)c1-c1ccc(F)cc1,0.6652546003571684,1
CC(C)c1nc(-c2ccc(F)cc2)c(C(C)C)n1C=CC(O)CC(O)CCC(=O)O,0.5320446311692665,0
CC(C)c1nc(-c2cccc(F)c2)n(C=CC(O)CC(O)CC(=O)O)c1C(C)C,0.587250951221667,0
CC(=O)C(O)OCC(O)C=Cn1c(C(C)O)nc(-c2cccc(C(C)C)c2)c1-c1ccc(F)cc1,0.37258192355448494,0
CC(=O)CC(O)CC(O)C=Cn1c(C)nc(C(C)c2ccc(F)cc2)c1-c1ccc(F)cc1,0.4847285154765527,0
CCC1=C(C(C)C)N(C)c2cc(c(CCC(O)CC(O)C(=O)O)cc2-c2ccccc2)CNC1=O,0.433787740784993,0
CCCC(C)c1nc(-c2cccc(F)c2)nc(-c2ccc(F)cc2)c1C=CC(O)CC(=O)O,0.42607902106934903,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CCC=C(O)CC(O)CCC(=O)O,0.2621611511605349,1
CC(C)c1nc(-c2ccc(F)cc2)n(C=C(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,0.41688072833077666,1
CCc1nc(CCC(O)CC(=O)O)cc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,0.2970055029681947,0
CCC(C)C1C=CC(C)C2C=C(C(C)=O)CCC(OC(O)O)C(CCC(O)CC(=O)O)CC21,0.28594022569213623,0
Cc1nc(C(C)c2ccc(F)cc2)n(C=CC(O)CCC(O)CC(=O)O)c1-c1ccc(F)cc1,0.39800635185038513,0
CC(C)c1nc(C=CC(O)CCC(=O)O)c(C(C)C)n1-c1ccc(F)cc1,0.7134217759627103,0
Cc1cccc(-c2nc(C(C)C)n(C=CC(O)CC(O)CC(=O)O)c2-c2ccc(F)cc2)c1,0.43157559501164827,0
CCC1C=C2CCC2CC(C)CC=C(CC(O)O)C(CCC(O)CC(=O)O)CC1O,0.30105660154332287,0
CCC(CC)C(OC1CCC1C)=C1C(=O)C=CC1OC(CCCC(O)O)C(C)C,0.2820068804884386,0
CC(=O)CC(O)CC(O)C=Cn1c(-c2ccc(F)cc2)cc(-c2ccc(C)cc2)c1C(C)C,0.4240007148172246,1
CC(C)C1=CC(C)C(c2ccc(F)cc2)=C(C(O)CCC(O)CC(=O)O)C(F)=N1,0.6048422695279251,0
CC=Cn1cnc(-c2ccc(F)cc2)c1-c1ccnc(C=CC(O)CC(O)C(C)O)c1,0.5133504925944341,0
CCC=C(C)CC(O)CC1C(CC)C1C(O)CC1CC=CC1C(C)CCC(O)CC(O)C(C)=O,0.23856704008863708,0
CCC(C)C1=C(c2ccc(F)cc2)N=C(O)C(C)N1C=CC(O)CCC(=O)O,0.6251099238298311,0
CC(O)CC1=C(C2CCCCC(=O)O2)C=C2C3=CCCC(OC(O)C(C(C)C)C1)C32,0.6721015603089406,0
Cc1cc(F)ccc1C1=C(C(C)C)C(CCC(O)CC(O)CC(=O)O)=NC1NC(=O)c1ccccn1,0.3756273035462935,0
CC(C)C1CC=CC2=CC(O)C2CC(CC(O)CC(=O)O)CCC(O)CCC1,0.5701779409849443,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(O)CC(=O)O,0.3847282298061534,1
CC(c1cccc(F)c1)c1c(-c2ccc(F)cc2)ncn1C=CC(O)CCC(=O)O,0.5635301224389764,0
C=C1CCC(OC(O)C(=O)CC(C)CC)C2=C(CC(O)C(C)C)C(CC)CC(CC)CC12,0.29113838139854753,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4347445242149645,0
Cc1nc(C(C)C)n(C=C(CCC(O)CC(=O)O)c2ccc(F)cc2)c1-c1ccc(F)cc1,0.4237647885666748,1
CC(C)C1=C(C=CC(O)CC(=O)O)N(C)C(F)=C(CO)C(c2ccc(F)cc2)=N1,0.605596444678348,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)n1C=CC(O)CC(O)C(=O)O,0.4503312924653022,0
CC(C)c1nc(-c2ccccc2)nc(C=CC(O)CC(O)CC(=O)O)c1C(C)C,0.5900134073219971,0
CC(C)c1c(-c2ccc(F)cc2)n(C=O)n1CCCC(CCCC(=O)O)NC(Cc1ccccc1)C(C)O,0.22228396636965353,2
CC(CC=CC1CCCC2CC(C(C)C(C)C)C=C12)CC(O)CC(=O)O,0.536269368745191,1
Cc1ccc(-c2nc(C(C)C)n(C=CC(O)CC(C)CC(=O)O)c2-c2ccc(F)cc2)cc1C,0.38264618805532497,1
CCC(O)CCc1c(-c2ccc(F)cc2)c(C=CC(C(=O)O)c2cccc(F)c2)n(C)c1C(C)O,0.35015747375654166,1
CC(c1cccc(F)c1)c1nc(-c2ccc(F)cc2)n(C=CC(O)CC(O)CC(=O)O)c1O,0.38829446744694723,0
CC(C)c1c(O)nc(C(NCc2ccccc2)C(=O)C(C)c2ccccc2)n1CCC(O)CC(O)CC(=O)O,0.1963433037410916,1
CCC(C)(C)C1=C(C(NC(=O)O)c2ccnc(-c3ccc(F)cc3)c2-c2ccc(F)cc2)N1CC(O)CC(=O)O,0.23750011391002768,2
CC(C)C(C)C1=C(C(CC(O)CC(O)CC(=O)O)CC2CC(=O)CC2C(C)C(C)C)C1,0.3588287008739082,0
Cc1nc(-c2ccc(NC(C)C)cc2)n(C=CC(O)CCC(O)C(O)CC=O)c1-c1ccnc(F)c1,0.2223220775896844,0
CC(O)c1nc(-c2ccccc2)c(-c2ccc(F)cc2)n1C=CCC(C(C)O)C(O)CCO,0.3710599442783304,0
CC(C)c1nc(-c2ccc(Cl)cc2)c(-c2cccc(F)c2)n1C=CC(O)CC(O)CC(=O)O,0.39802503200392936,1
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(CC(=O)O)CC(O)O,0.3990075842384606,0
CCC1CCOC(CC2=CC=CC2=O)C(c2ccc(F)cc2)C1CC(O)C(C)O,0.7253054854004293,0
Cc1ccc(-c2nc(-c3ccc(F)cc3)n(C=CC(O)CC(O)CC(=O)O)c2C(C)O)cc1,0.39117213857200084,0
CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,0.5773188265611184,0
CC(C)c1c(-c2cccc(-c3ccccc3)c2)c(F)c(F)n1C=C(O)CC(O)CC(=O)O,0.38563173400089346,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(F)c2)n1C=CC(O)CC(O)CC(=O)O,0.4347445242149645,0
CCC1CC2CC=C(O)CCC(OC(C)(C=O)OC)C(C)CCC(C)C=C2C1O,0.3825553130811249,0
CCC1CCC2=CC(C(C)C)CCC(O)C(CCC(O)C=C2)CC(O)CC(=O)OC1,0.5818784037866997,0
Cc1nc(-c2ccc(F)cc2)n(C=CC(O)CC(O)CCC(=O)O)c1C(C)C,0.6083569971062467,0
CC(C)c1c(-c2cccc(F)c2)c(-c2ccc(F)cc2)n(C(C)C)c1C=CC(O)CC(O)CC(=O)O,0.3025170881653129,1
Cc1nc(-c2ccc(F)cc2)c(C(C)C)n1C=CC(O)CC(CC(=O)O)OC(O)c1ccc(F)cc1,0.31904422093151374,2
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,0.5773188265611184,0
CC(O)CC(O)CC(C=Cn1cc(-c2cccc(F)c2)nc1-c1ccc(F)cc1)CC(=O)O,0.41515174961789525,0
CC(C)c1nc(C=CC(O)CC(=O)O)nc(-c2ccc(F)cc2)c1-c1cccc(F)c1,0.5538832930523458,1
Cc1ccc(-c2c(C(C)C)c(-c3ccc(F)cc3)n(C=CC(O)CC(=O)O)c2CC(O)CC(O)CC(=O)O)cc1,0.2042543802510561,1
CCCCC1CC2=CC(CC)C(OC(O)C(C)C)CC(=O)CCC(=O)OC2CCC1C,0.31987104454182885,1
Cc1c(-c2ccc(F)cc2)c(-c2ccc(C(C)C)nc2)c(O)n1C=CC(O)CC(O)CC(O)C=O,0.3244817443584694,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(O)CC(=O)O,0.4347445242149645,0
CC1=CC(C)CC(C(=O)C(C)O)C(CC(O)O)C2CC(CO)CCC(=O)CCC2C=C1,0.4927973677170621,0
CCC(C=C(CCC(O)O)CC(=O)O)NC(=O)c1c(-c2ccc(F)cc2)nc(C)n1C(C)C,0.29948123235766844,0
CC(C)c1ccc(-c2nc(C=CC(O)CC(O)CC(=O)O)c(-c3ccc(F)cc3)n2C=CF)cc1,0.3558397395157838,1
CCC(O)C1CCC2(C)CC=C(C1)C2C=CC(=O)CCC1CC(CC(C)O)C1C(O)CC(C)O,0.2443081758090021,0
C=CC1CC(O)C(CCC(O)C(=O)O)C(C)C(C(C)=O)CC=C2C(C)C2C1O,0.5134438089703566,0
Cc1ccc(NC(=O)C(O)c2nc(C(C)C)c(-c3ccc(F)cc3)n2CCC(O)CC(O)C=O)cc1,0.3007231316859992,0
CC(C)c1cc(-c2ncn(C=CC(O)CC(O)C(O)CC=O)c2-c2ccc(F)cc2)ccn1,0.406179403866921,0
CC(C)c1c(C(=O)NCc2ccccc2)n(-c2ccc(F)cc2)n1CCC(O)CC(=O)O,0.44702314280388217,0
CC(=Cc1ccc(-c2ccccc2)cc1)C1OCCC(C)CC2OC(C(C)C=O)C21,0.5917561109580811,1
CC(C)n1c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(CC(O)CO)C(=O)O,0.45664826703105893,0
CC(C)c1c(-c2cccc(F)c2)cc(-c2ccc(F)cc2)n1C=CC(O)CCC(O)C(=O)O,0.40996088518425733,1
CCc1c(-c2ccccc2)c(C=CC(O)CC(O)CC(=O)O)nc(C)c1C(C)C,0.585387628352213,0
CC(C)c1cn(CCC(C(C)O)C(C=O)c2ccc(O)c(F)c2)c(-c2ccc(F)cc2)n1,0.4561109338365082,1
CC(C)C1=C(C=CC(O)CC(=O)O)C(C)C(c2ccc(F)cn2)=NC(c2ccc(F)cc2)=N1,0.6431596086687499,0
CC(C=Cn1c(-c2ccc(F)cc2)nc(-c2cccc(F)c2)c1C(C)O)CC(O)CC(=O)O,0.42653606839788255,0
CC(C=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1)CC(O)CC(=O)O,0.4188763464906807,1
CC(C)c1nc(C=CC(O)CC(=O)O)nc(-c2cccc(Cl)c2)c1C(C)c1ccc(F)cc1,0.4194907576258617,1
CC(Cc1nc(C(C)C)n(C=C(O)CC(=O)O)c1-c1ccc(F)cc1)CC(O)CC(=O)O,0.3812266918057519,0
CCC(C)CC(C)OC1CCC(=O)OC2CCC(C)C(O)CC(CC)C1=C2C=C(C)O,0.3856189465938176,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1C=CCC(O)CC(=O)O,0.45989765685141787,1
CC(C)c1nc(-c2cccc(F)c2)c(C=CC(O)CC(O)CC(=O)O)n1C(C)c1cccc(F)c1,0.3694638680243645,1
CC(C)CCC1CC1CCC1CC(CC(O)CCC(O)C(=O)O)CCC1C,0.4499472082120792,0
CCC1CCC(OC(=O)O)C(CCCC2CC(C)OC(O)CC2C=CC2CC=C2C)C1,0.3453081732551921,1
O=C(O)n1c(-c2cccc(F)c2)nc(-c2cccc(F)c2)c1CCCC(O)CC(O)C=CO,0.3503770915008992,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CCC(O)CC(=O)O,0.5528591562653513,0
CCC(O)CC(O)CCc1c(-c2ccc(F)cc2)n(N(CO)Cc2ccc(C)cc2)n1C=CC(O)CC(=O)O,0.18604362476628178,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CC(=O)O,0.5773188265611184,0
CCC1=C(C(=O)NCc2ccccc2)C(C(C)C)=C(c2ccc(F)cc2)C(CC(=O)O)CCN1C(O)CC(=O)O,0.3152245706427297,1
CC(C)C1=C(C(=O)NCc2ccccc2)C=C(c2ccc(F)cc2)N(CC(O)CC(O)CC(O)CC(=O)O)N1C,0.25489112806907127,1
CC(CC(=O)O)OCC(O)C=Cn1c(C(C)C)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,0.4184321654924477,1
Cc1ccc(-c2nc(C(C)C)n(C=CC(O)CCC(O)CC(=O)O)c2-c2cccc(F)c2)cc1,0.38000985905634305,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)n1C=C(O)CCC(O)C(=O)O,0.3753148735279687,1
CC(C)c1nc(-c2ccc(C(C)F)cc2)c(CCC(O)CC(=O)O)n1C=O,0.6535172806187838,0
Cc1ccc(-c2nc(C)n(C=CC(O)CCCC(O)C(=O)O)c2-c2ccc(F)cc2)cc1,0.459663452132181,0
CCC1=C(F)c2ccc(cc2)C=C(C(C)Nc2ccccc2)N(C=CC(O)CC(O)CC(=O)O)C1C,0.3523571247906725,1
CC(C)=CC(C)C(=CC(C(C)C)C1CC(O)CCC1CO)C1C=C1CC(O)C(O)O,0.2749537609189891,0
CCC(C)C(CCC1CC(C)CC(C=O)C2CCC(O)CC2=CCC1=O)C(O)C(C)=O,0.43923390209197,0
CN1C(c2ccc(F)cc2)=C(c2ccc(F)cc2)N=C(C(=O)NCc2ccccc2)N1CC(O)CCC(O)CC(=O)O,0.2586350338973256,1
Cc1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(O)CCC(=O)O,0.4131047677973062,0
CC(C)c1c(Cl)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC(C)C(O)CC(=O)O,0.41061464303563927,1
CC(C)c1nc(-c2ccc(F)cc2)c(C(=O)NCc2ccccc2)n1CCC(O)CC(O)CO,0.34492469106687657,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CC(O)CCC(O)CC(=O)O,0.3847282298061534,1
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C=CCC(O)CC(O)CC(=O)O,0.3847282298061534,1
CC(C)c1c(-c2ccc(-c3ccc(F)cc3)c(F)c2)nc(CC(C)C(O)CC(=O)O)n1C=CO,0.35297380712692283,1
CC(O)C(C=Cn1cnc(-c2ccc(F)cc2)c1-c1cccc(F)c1)CC(O)CC(=O)O,0.46194862176212587,0
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1C(CC(=O)O)CC(O)C=O,0.4732847516102444,0
CCC(C)c1c(-c2cccc(F)c2)nc(C(C)C)c2ccc(cc2)n1C=CC(O)CC(O)CC(=O)O,0.31656711641168345,1
CC(C)C=Cn1c(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1CC(O)CC(O)CC(=O)O,0.37355435850169544,1
CC(C)c1nc(-c2cccc(F)c2)c(-c2ccc(F)cc2)n1CCCC(O)CC(O)CC(=O)O,0.3656416068845605,0
CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c(C(C)CC(O)CC(O)CC(=O)O)n1,0.33415383633853124,1
CC=Cn1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1C=CC(O)CC(C(C)=O)C(O)O,0.3922856415171034,0
CC(C)c1c(-c2ccc(F)cc2)c(-c2cccc(F)c2)c(C=CC(O)CC(=O)O)n1C(C)C,0.4011925736723239,1
